Genbank Accession,Organism,Phylm,Bacteria or Archaea,Genome Length (nt),Chromosomes/plasmids,GC Content,Coding Length (nt),Coding GC Content,Effective Number of Codons,Effective Number of Codons Corrected for CG Content,Total Genes,Coding Genes,rRNA 5S,rRNA 16S,rRNA 23S,tRNAs,Isolation Source,Host,Country
NC_010475,Synechococcus sp. PCC 7002,Cyanobacteria,Bacteria,3409935,7,0.491870373,2984174,0.502808817,57.8151,51.4169,3229,3140,2,2,2,42, , , 
NC_019691,Synechococcus sp. PCC 7502,Cyanobacteria,Bacteria,3583735,3,0.406211397,3156033,0.416003572,57.2569,56.4863,3689,3438,2,2,2,42,sphagnum bog, ,Switzerland
NC_009482,Synechococcus sp. RCC307,Cyanobacteria,Bacteria,2224914,1,0.608435026,1999498,0.616597266,52.6832,30.8971,2415,2348,1,1,1,41, , , 
NC_009481,Synechococcus sp. WH 7803,Cyanobacteria,Bacteria,2366980,1,0.602360392,2155225,0.609016228,54.2824,38.6323,2505,2439,2,2,2,43, , , 
NC_005070,Synechococcus sp. WH 8102,Cyanobacteria,Bacteria,2434428,1,0.594126012,2161989,0.605397622,54.6971,43.7877,2616,2511,2,2,2,43, , , 
NC_000911,Synechocystis sp. PCC 6803,Cyanobacteria,Bacteria,3947019,5,0.473662022,3419853,0.481978904,56.3122,49.2035,3674,3599,2,2,2,41, , , 
NC_008554,Syntrophobacter fumaroxidans MPOB,Proteobacteria,Bacteria,4990251,1,0.59948728,4096642,0.602859122,56.1934,43.8246,4207,4084,2,2,2,50, , , 
NC_015172,Syntrophobotulus glycolicus DSM 8271,Firmicutes,Bacteria,3406739,1,0.4635019,2984765,0.473269085,57.5512,56.1122,3363,3236,4,4,4,54, , ,Germany
NC_008346,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,Firmicutes,Bacteria,2936195,1,0.448659234,2464968,0.456450145,56.3153,54.1067,2660,2548,5,3,3,46, , , 
NC_014220,Syntrophothermus lipocalidus DSM 12680,Firmicutes,Bacteria,2405559,1,0.509893958,2072463,0.51601645,59.0889,55.0784,2366,2287,2,2,2,45, , , 
NC_007759,Syntrophus aciditrophicus SB,Proteobacteria,Bacteria,3179300,1,0.514600384,2746696,0.526843888,56.3596,47.8714,2967,2862,1,1,1,49, , , 
NC_016610,Tannerella forsythia 92A2,Bacteroidetes,Bacteria,3405521,1,0.469759546,3012503,0.480482841,57.9487,55.3935,2786,2662,2,2,2,46,periodontal pocket,Homo sapiens,USA: Massachusetts
NZ_LN614830,Tatlockia micdadei,Proteobacteria,Bacteria,3310028,1,0.404567877,2946732,0.409059256,57.8694,57.7203,2946,2844,3,3,3,43, , , 
NC_016043,Taylorella asinigenitalis MCE3,Proteobacteria,Bacteria,1638559,1,0.383133167,1521214,0.386957602,55.2944,57.6066,1544,1480,3,3,3,38, ,donkey,France: Loir-et-Cher
NC_018108,Taylorella equigenitalis ATCC 35865,Proteobacteria,Bacteria,1732123,1,0.373414013,1598713,0.377091448,55.2831,58.2735,1602,1530,3,3,3,38, , , 
NZ_CP013671,Tenacibaculum dicentrarchi,Bacteroidetes,Bacteria,2918253,1,0.314804782,2525304,0.319772986,40.8175,26.3671,2542,2420,10,10,10,69,skin lesion,Salmo salar,Chile:Aysen
NC_019954,Tepidanaerobacter acetatoxydans Re1,Firmicutes,Bacteria,2761252,1,0.375320688,2408027,0.382738233,53.298,54.7153,2643,2539,2,2,2,52, , , 
NC_012997,Teredinibacter turnerae T7901,Proteobacteria,Bacteria,5193164,1,0.508906908,4492608,0.516617642,57.9388,54.1471,4198,4113,3,3,3,40, , , 
NZ_CP008876,Terribacillus aidingensis,Firmicutes,Bacteria,3577082,2,0.42761055,3119134,0.434363192,56.7029,57.4107,3571,3448,8,8,8,56,plant,Cryptomeria fortunei,China: Lin'An
NC_018014,Terriglobus roseus DSM 18391,Acidobacteria,Bacteria,5227858,1,0.602812471,4610909,0.60817726,52.6607,36.4649,4319,4176,2,2,2,53, , ,USA
NC_014963,Terriglobus saanensis SP1PR4,Acidobacteria,Bacteria,5095226,1,0.573354548,4573004,0.579494354,57.4417,50.849,4261,4163,1,1,1,46, , , 
NC_016052,Tetragenococcus halophilus NBRC 12172,Firmicutes,Bacteria,2562720,1,0.360410814,2201472,0.366517948,55.3172,57.983,2529,2366,5,5,5,62, , , 
NC_020888,Thalassolituus oleivorans MIL-1,Proteobacteria,Bacteria,3920328,1,0.466255885,3517612,0.469975085,58.0054,56.3747,3600,3502,4,4,4,50, , ,"Italy:Sicily, Milazzo harbour"
NZ_CP004388,Thalassospira xiamenensis M-5 = DSM 17429,Proteobacteria,Bacteria,4768950,2,0.54655616,4207091,0.553389266,53.4488,43.5445,4433,4319,4,4,4,61, , ,China
NZ_CP014646,Thauera humireducens,Proteobacteria,Bacteria,4171754,1,0.664205512,3763724,0.669684334,48.5194,27.6934,3873,3747,4,4,4,61, , ,China: Guangzhou
NC_018870,Thermacetogenium phaeum DSM 12270,Firmicutes,Bacteria,2939057,1,0.53884086,2473279,0.548309754,58.5396,54.5953,2894,2766,3,3,3,50, , , 
NC_014831,Thermaerobacter marianensis DSM 12885,Firmicutes,Bacteria,2844696,1,0.72482086,2358116,0.72583113,42.5448,27.2874,2370,2235,2,2,2,50, , ,Pacific Ocean
NC_013522,Thermanaerovibrio acidaminovorans DSM 6589,Synergistetes,Bacteria,1848474,1,0.637925662,1700130,0.644485422,35.4453,14.5382, , , ,,, , , , 
NC_013921,Thermoanaerobacter italicus Ab9,Firmicutes,Bacteria,2451061,1,0.34145009,2161880,0.342609211,48.4468,53.2404,2399,2248,4,4,4,54, , ,Italy
NZ_CP009170,Thermoanaerobacter kivui,Firmicutes,Bacteria,2397824,1,0.350125364,2082590,0.352582121,50.8628,56.8871,2425,2198,5,4,4,58,marine sediment, ,Democratic Republic of the Congo: Lake Kivu
NC_015958,Thermoanaerobacter wiegelii Rt8.B1,Firmicutes,Bacteria,2785056,1,0.343415716,2440138,0.345189084,49.6478,55.2941,2717,2432,4,4,4,57,freshwater hot spring, ,New Zealand
NC_014410,Thermoanaerobacterium thermosaccharolyticum DSM 571,Firmicutes,Bacteria,2785752,1,0.341125125,2448686,0.345983928,51.3705,57.6428,2732,2568,5,5,5,57, , , 
NC_015555,Thermoanaerobacterium xylanolyticum LX-11,Firmicutes,Bacteria,2534358,1,0.3497584,2244014,0.35401116,50.1361,55.4835,2435,2312,5,5,5,57,Frying Pan Springs (thermal spring), ,USA
NC_019897,Thermobacillus composti KWC4,Firmicutes,Bacteria,4355525,2,0.601164039,3768151,0.612242981,48.9633,32.7605,4020,3765,5,5,5,60,composting reactor, , 
NC_013525,Thermobaculum terrenum ATCC BAA-798,Thermobaculum,Bacteria,3101581,2,0.535073242,2799223,0.539524361,58.1643,49.786,2883,2786,2,2,2,50, , , 
NC_007333,Thermobifida fusca YX,Actinobacteria,Bacteria,3642249,1,0.675028533,3026954,0.682199003,43.5291,26.0291,3098,3017,4,4,4,52, , , 
NC_014165,Thermobispora bispora DSM 43833,Actinobacteria,Bacteria,4189976,1,0.724291738,3458018,0.725146891,43.0887,58.0049,3566,3403,3,4,3,53, , , 
NC_014804,Thermococcus barophilus MP,Euryarchaeota,Archaea,2064237,2,0.416667272,1896906,0.420869563,54.2815,56.9677,2247,2169,2,1,1,46,,,
NC_018015,Thermococcus cleftensis,Euryarchaeota,Archaea,1950313,1,0.558175021,1778408,0.566372846,56.5831,46.5424,2099,2032,2,1,1,46,deep-sea hydrothermal sulfide chimney,Paralvinella sp.,
NZ_CP008887,Thermococcus eurythermalis,Euryarchaeota,Archaea,2126164,2,0.534540609,1921018,0.542775757,54.2717,46.9596,2288,2181,2,1,1,45,oil-immersed sample,,
NC_012804,Thermococcus gammatolerans EJ3,Euryarchaeota,Archaea,2045438,1,0.535614866,1890386,0.542062309,54.1621,45.3863,2188,2111,2,1,1,46,,,
NC_006624,Thermococcus kodakarensis KOD1,Euryarchaeota,Archaea,2088737,1,0.519954882,1903359,0.527853127,58.1679,52.6363,2321,2233,2,1,1,47,,,
NC_022084,Thermococcus litoralis DSM 5473,Euryarchaeota,Archaea,2215172,1,0.430880292,2009734,0.436361709,55.4834,58.1221,2432,2292,2,1,1,45,,,
NZ_CP007264,Thermococcus nautili,Euryarchaeota,Archaea,1976356,1,0.548416884,1805037,0.555508834,58.1037,53.586,2199,2127,2,1,1,46,East Pacific Ridge,,
NC_011529,Thermococcus onnurineus NA1,Euryarchaeota,Archaea,1847607,1,0.512727003,1677447,0.520403923,57.5562,52.3245,2015,1936,2,1,1,46,,,
NZ_CP006965,Thermococcus paralvinellae,Euryarchaeota,Archaea,1957742,1,0.402965253,1783122,0.407788138,52.3556,55.7352,2138,2054,2,1,1,46,,,
NC_012883,Thermococcus sibiricus MM 739,Euryarchaeota,Archaea,1845800,1,0.402012677,1674559,0.406778143,54.0482,57.1524,2007,1912,2,1,1,46,,,Russia: western Siberia
NC_013894,Thermocrinis albus DSM 14484,Aquificae,Bacteria,1500577,1,0.469305474,1439894,0.47005474,52.5744,50.8873,1626,1567,1,1,1,43, , ,Iceland
NZ_CP007028,Thermocrinis ruber,Aquificae,Bacteria,1521037,1,0.451919316,1457969,0.453587833,54.6596,56.0429,1653,1592,1,1,1,43, , ,USA
NC_015681,Thermodesulfatator indicus DSM 15286,Thermodesulfobacteria,Bacteria,2322224,1,0.424254508,2102854,0.426062389,55.7283,49.7208,2282,2199,2,2,2,49, , ,Indian Ocean
NZ_CP008796,Thermodesulfobacterium commune DSM 2178,Thermodesulfobacteria,Bacteria,1764045,1,0.369760975,1634406,0.373232232,51.2823,48.8887,1772,1682,1,1,1,46,Sediment of Ink Pot Hot Spring, ,"USA: Yellowstone National Park, Wyoming"
NC_015682,Thermodesulfobacterium geofontis OPF15,Thermodesulfobacteria,Bacteria,1634377,1,0.30587496,1537571,0.306964687,44.4777,39.5422,1682,1608,1,1,1,46, , ,USA
NC_015499,Thermodesulfobium narugense DSM 14796,Firmicutes,Bacteria,1898865,1,0.338662306,1751001,0.34285246,48.1526,43.734,1891,1825,2,2,2,46,hot spring, ,Japan
NC_011296,Thermodesulfovibrio yellowstonii DSM 11347,Nitrospirae,Bacteria,2003803,1,0.341289039,1885968,0.341596464,40.9843,36.2465, , , ,,, , , , 
NZ_CP007493,Thermofilum carboxyditrophus 1505,Crenarchaeota,Archaea,1754190,1,0.464039243,1561996,0.472453195,57.7026,58.3668,1909,1849,1,1,1,43,,,Russia
NC_008698,Thermofilum pendens Hrk 5,Crenarchaeota,Archaea,1813393,2,0.576461363,1624788,0.583086532,44.3216,30.9514,1926,1866,1,1,1,39,,,
NZ_CP009961,Thermofilum sp. 1807-2,Crenarchaeota,Archaea,1611988,1,0.479401211,1444157,0.485757435,56.472,51.0523,1697,1641,1,1,1,46,sediment,,"Russia: Kamchatka, Caldera Uzon"
NC_017954,Thermogladius cellulolyticus 1633,Crenarchaeota,Archaea,1356318,1,0.55641155,1235831,0.561491822,50.3331,39.9595,1450,1392,1,1,1,46,,,"Russia: Uzon caldera, Kamchatka"
NC_011959,Thermomicrobium roseum DSM 5159,Chloroflexi,Bacteria,2920744,2,0.642847605,2560139,0.641480905,47.1899,20.8502,2664,2559,2,2,2,48, , , 
NC_013510,Thermomonospora curvata DSM 43183,Actinobacteria,Bacteria,5639016,1,0.716420205,4675424,0.72279327,37.6239,60.3589,4883,4730,4,4,4,59, , , 
NC_002578,Thermoplasma acidophilum DSM 1728,Euryarchaeota,Archaea,1564906,1,0.45994392,1378132,0.472492475,57.5432,46.4221,1570,1508,1,1,1,45,,,
NC_002689,Thermoplasma volcanium GSS1,Euryarchaeota,Archaea,1584804,1,0.39918501,1373617,0.410443377,55.5121,49.1399,1615,1543,1,1,1,46,,,
NC_020892,Thermoplasmatales archaeon BRNA1,Euryarchaeota,Archaea,1461105,1,0.583029967,1330383,0.592624079,35.5242,21.5363,1522,1465,2,1,1,45,digesta samples from rumen,bovine,
NC_016070,Thermoproteus tenax Kra 1,Crenarchaeota,Archaea,1841542,1,0.551282566,1614141,0.555444661,48.9039,37.2831,2047,1959,1,1,1,44,,,
NC_015315,Thermoproteus uzoniensis 768-20,Crenarchaeota,Archaea,1936063,1,0.596550835,1749369,0.60365709,41.3773,25.8889,2174,2114,1,1,1,36,,,Russia: Kamchatka
NC_014377,Thermosediminibacter oceani DSM 16646,Firmicutes,Bacteria,2280035,1,0.468201146,2020801,0.477414649,58.9163,57.4224,2313,2197,3,3,3,51,deep sea sediment, ,Peru
NC_011653,Thermosipho africanus TCF52B,Thermotogae,Bacteria,2016657,1,0.308107923,1849244,0.30729855,47.6308,55.8358,2013,1907,3,3,3,48, , , 
NC_009616,Thermosipho melanesiensis BI429,Thermotogae,Bacteria,1915238,1,0.313998574,1772715,0.312093032,44.8935,51.624,1973,1878,4,4,4,50, , , 
NC_014160,Thermosphaera aggregans DSM 11486,Crenarchaeota,Archaea,1316595,1,0.467343412,1188855,0.471488113,53.9414,47.5895,1426,1368,1,1,1,44,,,USA
NC_004113,Thermosynechococcus elongatus BP-1,Cyanobacteria,Bacteria,2593857,1,0.539179299,2330541,0.545412846,50.4452,34.2789, , , ,,, , , , 
NZ_AP014509,Thermotoga caldifontis AZM44c09,Thermotogae,Bacteria,2014912,1,0.5133316,1910239,0.514737685,54.7463,32.2688,1999,1940,1,1,1,46, , , 
NC_000853,Thermotoga maritima MSB8,Thermotogae,Bacteria,1860725,1,0.46247726,1760496,0.463916987,50.4132,28.9166, , , ,,, , , , 
NC_011978,Thermotoga neapolitana DSM 4359,Thermotogae,Bacteria,1884562,1,0.469424195,1801873,0.470676901,55.9042,45.921,1928,1829,1,1,1,48, , , 
NC_009486,Thermotoga petrophila RKU-1,Thermotogae,Bacteria,1823511,1,0.461011752,1741943,0.462374486,55.4239,39.6532,1850,1772,1,1,1,46, , , 
NZ_AP014510,Thermotoga profunda AZM34c06,Thermotogae,Bacteria,2187612,1,0.387967336,2061813,0.38873991,52.4174,53.3664,2136,2073,1,1,1,46, , , 
NC_014917,Thermovibrio ammonificans HB-1,Aquificae,Bacteria,1759526,2,0.521297781,1666512,0.522895725,44.764,36.2241,1858,1790,3,3,3,46, , , 
NC_016148,Thermovirga lienii DSM 17291,Synergistetes,Bacteria,1999646,2,0.470612798,1844809,0.474238797,57.4569,56.9245,1971,1882,3,3,3,48,production water from an oil well, ,Norway
NZ_CP010822,Thermus aquaticus Y51MC23,Deinococcus-Thermus,Bacteria,2338641,5,0.680368641,2164929,0.68446956,41.6626,23.8734,2502,2393,2,2,2,51, , , 
NZ_CP016312,Thermus brockianus,Deinococcus-Thermus,Bacteria,2388273,3,0.6690236,2253844,0.671764328,48.2547,34.436,2518,2302,2,2,2,47,environmental, ,Russia: Kamchatka
NC_019386,Thermus oshimai JL-2,Deinococcus-Thermus,Bacteria,2401329,3,0.685557872,2249298,0.68959382,41.3585,27.6218,2524,2436,2,2,2,51,not provided; submitted under MIGS 2.1, , 
NC_014974,Thermus scotoductus SA-01,Deinococcus-Thermus,Bacteria,2355186,2,0.648888028,2214357,0.651504252,50.3578,43.4692,2483,2394,2,1,2,48, , , 
NC_006461,Thermus thermophilus HB8,Deinococcus-Thermus,Bacteria,2116056,3,0.694962168,1980654,0.696682402,31.5229,14.5358, , , ,,, , , , 
NZ_CP007030,Thioalkalimicrobium aerophilum AL3,Proteobacteria,Bacteria,2158359,1,0.459121953,2006004,0.463878437,54.8194,43.932,2088,2016,2,2,2,42,not provided; submitted under MIGS 2.1, , 
NC_015581,Thioalkalimicrobium cyclicum ALM1,Proteobacteria,Bacteria,1932455,1,0.469802402,1810424,0.475031816,56.2345,49.3875,1709,1649,2,2,2,41,water, ,USA
NC_019902,Thioalkalivibrio nitratireducens DSM 14787,Proteobacteria,Bacteria,4002350,1,0.664973828,3279531,0.668032106,37.4492,60.3053,3667,3489,1,1,1,44, , , 
NZ_CP007029,Thioalkalivibrio paradoxus ARh 1,Proteobacteria,Bacteria,3756729,1,0.665473607,3198293,0.668145164,50.7641,27.7385,3381,3267,1,1,1,44,not provided; submitted under MIGS 2.1, , 
NC_011901,Thioalkalivibrio sulfidiphilus HL-EbGr7,Proteobacteria,Bacteria,3464554,1,0.650629778,3009083,0.663095701,53.2914,43.549,3326,3233,1,1,1,44, , , 
NZ_CP011367,Thioalkalivibrio versutus,Proteobacteria,Bacteria,2969361,1,0.660312438,2601035,0.665299775,46.24,22.9894,2755,2670,1,1,1,45,slush of soda lake, ,China
NC_007404,Thiobacillus denitrificans ATCC 25259,Proteobacteria,Bacteria,2909809,1,0.66067223,2643928,0.665545355,50.9022,39.3906,2826,2756,2,2,2,43, , , 
NC_018012,Thiocystis violascens DSM 198,Proteobacteria,Bacteria,5017071,1,0.626069673,4322715,0.635955644,50.6908,37.563,4465,4261,3,3,3,50,brackish pond, , 
NC_019940,Thioflavicoccus mobilis 8321,Proteobacteria,Bacteria,4137521,2,0.655884526,3391943,0.667807802,49.9989,28.1677,3602,3462,2,2,2,47, , ,USA
NZ_AP012273,Thiolapillus brandeum,Proteobacteria,Bacteria,3153637,3,0.562378612,2836442,0.569685543,54.9654,41.7927,2984,2922,1,1,1,38, , , 
NC_007520,Thiomicrospira crunogena XCL-2,Proteobacteria,Bacteria,2427734,1,0.431299722,2192591,0.439412549,54.8568,52.3079,2300,2237,3,3,3,43, , , 
NZ_AP014633,Thioploca ingrica,Proteobacteria,Bacteria,4810005,1,0.412104769,4126785,0.420084158,56.2732,54.9199,3933,3800,1,1,1,44,lake sediment, ,"Japan:Hokkaido, Lake Okotanpe"
NC_017956,Tistrella mobilis KA081020-065,Proteobacteria,Bacteria,6512983,5,0.680767323,5774828,0.68596069,46.9859,25.8018,5775,5562,4,4,4,54, , , 
NC_012691,Tolumonas auensis DSM 9187,Proteobacteria,Bacteria,3471292,1,0.490270193,3083475,0.49814868,53.5947,52.6229,3249,3106,9,8,8,90,sediment of freshwater lake, ,Switzerland
NC_015577,Treponema azotonutricium ZAS-9,Spirochaetes,Bacteria,3855671,1,0.497975833,3599413,0.504125816,58.3163,54.2201,3434,3338,2,2,2,46, , , 
NC_015500,Treponema brennaborense DSM 12168,Spirochaetes,Bacteria,3055580,1,0.514729446,2766588,0.520121175,50.8008,40.6705,2668,2577,4,4,4,45, ,Bovine, 
NC_015732,Treponema caldarium DSM 7334,Spirochaetes,Bacteria,3239340,1,0.455758889,2992163,0.459075258,57.0297,51.2085,2909,2822,3,3,3,48,Hunter's Hot Spring, ,USA
NC_002967,Treponema denticola ATCC 35405,Spirochaetes,Bacteria,2843201,1,0.378737557,2608797,0.382724681,51.9725,41.9584, , , ,,, , , , 
NC_000919,Treponema pallidum subsp. pallidum str. Nichols,Spirochaetes,Bacteria,1138011,1,0.527751805,1053830,0.526008972,58.0474,49.3672,1044,970,2,2,2,45, , , 
NC_022097,Treponema pedis str. T A4,Spirochaetes,Bacteria,2889325,1,0.368985617,2542253,0.375343052,53.3424,51.3913,2631,2485,2,2,2,43, , , 
NC_015578,Treponema primitia ZAS-2,Spirochaetes,Bacteria,4059867,1,0.508375274,3719486,0.516281013,55.7412,47.4347,3536,3427,2,2,2,51, , , 
NZ_CP009228,Treponema putidum,Spirochaetes,Bacteria,2800562,2,0.372942554,2540752,0.377803501,54.9944,53.1737,2554,2276,2,2,2,42,periodontitis lesion,Homo sapiens,Switzerland
NC_015385,Treponema succinifaciens DSM 2489,Spirochaetes,Bacteria,2897425,2,0.391345419,2594416,0.395554915,54.2153,52.5903,2791,2681,5,4,4,49,colon, , 
NC_008312,Trichodesmium erythraeum IMS101,Cyanobacteria,Bacteria,7750108,1,0.341433565,4930540,0.36593294,52.5338,54.8378,5269,4423,1,2,2,38, , , 
NC_004572,Tropheryma whipplei str. Twist,Actinobacteria,Bacteria,927303,1,0.463319972,797101,0.463522189,56.6808,51.1052,898,839,1,1,1,50, , , 
NC_014221,Truepera radiovictrix DSM 17093,Deinococcus-Thermus,Bacteria,3260398,1,0.681390125,2810888,0.688578129,46.1169,36.2769,2966,2850,2,2,2,45,hot spings runoff, ,"Portugal: Island of Sco Miguel, Azores"
NZ_CP007519,Trueperella pyogenes,Actinobacteria,Bacteria,2338390,1,0.595013663,2076217,0.602229921,53.2687,41.2752,2094,1981,2,2,2,46,uterus,bovine,USA: New York
NC_014158,Tsukamurella paurometabola DSM 20162,Actinobacteria,Bacteria,4479724,2,0.683989237,4095661,0.688589949,42.7844,60.0502,4307,4172,2,2,2,48, , , 
NC_018020,Turneriella parva DSM 21527,Spirochaetes,Bacteria,4409302,2,0.536317086,4009451,0.538318588,56.2864,51.0395,4211,4132,2,2,2,38,contaminated culture medium, ,Canada
NC_010503,Ureaplasma parvum serovar 3 str. ATCC 27815,Tenericutes,Bacteria,751679,1,0.254965218,689826,0.256901016,36.9528,24.0928,644,601,2,2,2,30, , , 
NC_014931,Variovorax paradoxus EPS,Proteobacteria,Bacteria,6550056,1,0.664797217,5984598,0.671436745,44.7647,60.1457,6004,5884,2,2,2,58, , , 
NC_013520,Veillonella parvula DSM 2008,Firmicutes,Bacteria,2132142,1,0.386292752,1858829,0.396590004,57.0013,54.8033,1907,1822,4,4,4,48, , , 
NC_008771,Verminephrobacter eiseniae EF01-2,Proteobacteria,Bacteria,5597943,2,0.652419112,4874515,0.657449818,50.4685,23.9059,4918,4691,3,3,3,47, , , 
NZ_CP011265,Verrucomicrobia bacterium IMCC26134,Verrucomicrobia,Bacteria,4001000,1,0.612770307,3547956,0.62076108,50.323,42.4876,3039,2916,2,2,2,47,water, ,South Korea: Gangwon-do
NC_015434,Verrucosispora maris AB-18-032,Actinobacteria,Bacteria,6732271,2,0.708499108,5910772,0.712651918,45.4115,59.5771,5945,5760,3,3,3,50, , , 
NC_022349,Vibrio alginolyticus NBRC 15630 = ATCC 17749,Proteobacteria,Bacteria,5146637,2,0.446792537,4426358,0.455833215,58.3993,57.5205,4638,4457,12,11,11,105, , , 
NC_015633,Vibrio anguillarum 775,Proteobacteria,Bacteria,4052047,2,0.445118015,3527944,0.452962069,58.0241,56.2897,3656,3406,8,6,6,86, ,Oncorhynchus kisutch (Coho salmon),USA: Pacific Ocean coast
NZ_CP016177,Vibrio breoganii,Proteobacteria,Bacteria,4492180,3,0.45187704,3857210,0.460418022,58.4371,58.1972,4168,3997,10,9,9,103, , ,USA: Massachusetts
NC_009783,Vibrio campbellii ATCC BAA-1116,Proteobacteria,Bacteria,6058377,3,0.454205309,5147325,0.463520372,57.8977,58.4284,5596,5195,11,11,10,121, , , 
NC_002505,Vibrio cholerae O1 biovar El Tor str. N16961,Proteobacteria,Bacteria,4033464,2,0.474875583,3435366,0.482205988,52.0005,47.6069, , , ,,, , , , 
NZ_CP009264,Vibrio coralliilyticus,Proteobacteria,Bacteria,5732794,3,0.457826149,5043747,0.466899708,58.8221,59.1414,5243,4974,7,6,6,86,coral, ,"USA: Hawaii: Kaneohe, Oahu"
NC_006840,Vibrio fischeri ES114,Proteobacteria,Bacteria,4273718,3,0.383463532,3725460,0.389838302,45.4049,31.9482, , , ,,, , , , 
NZ_CP014035,Vibrio fluvialis,Proteobacteria,Bacteria,4827724,2,0.499256378,4217009,0.510242212,57.5453,52.9867,4476,4303,11,10,10,108, ,Human (Homo sapiens),Bangladesh:Dacca
NC_022528,Vibrio nigripulchritudo,Proteobacteria,Bacteria,6322155,2,0.457423774,5553991,0.467747067,58.8625,57.8717,5701,5528,9,8,8,103, , , 
NC_004603,Vibrio parahaemolyticus RIMD 2210633,Proteobacteria,Bacteria,5165770,2,0.453732357,4491087,0.46280867,52.1517,52.0255, , , ,,, , , , 
NZ_CP016307,Vibrio scophthalmi,Proteobacteria,Bacteria,4926076,5,0.446167497,4171012,0.454671912,57.6134,55.7158,4488,4225,14,13,13,114, ,Paralichthys olivaceus,South Korea
NC_011744,Vibrio tasmaniensis LGP32,Proteobacteria,Bacteria,4974818,2,0.439085611,4229991,0.449423651,57.1823,57.9113,4375,4177,9,8,8,114, , , 
NZ_CP009354,Vibrio tubiashii ATCC 19109,Proteobacteria,Bacteria,5540337,6,0.450052407,4866983,0.457529439,58.8119,57.7915,5171,4966,11,10,10,117, ,Mercenaria mercenaria,"USA: Long Island Sound, Connecticut"
NC_005139,Vibrio vulnificus YJ016,Proteobacteria,Bacteria,5260086,3,0.466810809,4571189,0.475730931,57.0175,54.2518,4703,4522,10,9,9,112, , , 
NZ_CP017962,Virgibacillus halodenitrificans,Firmicutes,Bacteria,3917759,2,0.374187131,3281701,0.377978676,50.8659,49.0164,3861,3730,8,8,8,62,Solid waste landfill sample, ,China: Shanghai Laogang
NC_014537,Vulcanisaeta distributa DSM 14429,Crenarchaeota,Archaea,2374137,1,0.45427707,2108856,0.462986093,48.1748,46.7323,2504,2420,1,1,1,43,hot spring,,Japan
NC_015151,Vulcanisaeta moutnovskia 768-28,Crenarchaeota,Archaea,2298983,1,0.423870033,2066758,0.431767532,54.5971,52.7573,2436,2353,1,1,1,41,,,Russia
NZ_CP012332,Vulgatibacter incomptus,Proteobacteria,Bacteria,4350553,1,0.68939259,3819750,0.694190196,43.0217,59.353,3642,3488,4,3,3,48, , ,"Japan: Yakushima Island, Kagoshima Prefecture"
NC_014225,Waddlia chondrophila WSU 86-1044,Chlamydiae,Bacteria,2131905,2,0.437350632,1984825,0.44292721,56.2166,54.6114,1912,1851,2,2,2,37, , , 
NC_015144,Weeksella virosa DSM 16922,Bacteroidetes,Bacteria,2272954,1,0.359217124,2036850,0.366812971,53.4177,56.8136,2164,2061,5,5,5,59,urine,Homo sapiens,USA
