"tax_id","org_name","rRNA16S_genes","tRNA_genes","reference","ref_type"
29549,"Rhodothermus marinus",1,NA,NA,NA
68175,"Streptomyces antimycoticus",6,NA,NA,NA
33923,"Mycoplasmopsis felis",3,NA,NA,NA
2699395,"Methylosinus sp. C49",3,NA,NA,NA
2058624,"Undibacterium sp. KW1",4,NA,NA,NA
2058625,"Undibacterium sp. YM2",4,NA,NA,NA
2675298,"Sulfuriferula nivalis",3,NA,NA,NA
171865,"Sulfuriferula plumbiphila",2,NA,NA,NA
127906,"Vibrio cholerae O1",10,NA,NA,NA
2572923,"Vibrio taketomensis",12,NA,NA,NA
1381081,"Vibrio panuliri",11,NA,NA,NA
265668,"Vibrio ponticus",6,NA,NA,NA
1751046,"Fluviibacter phosphoraccumulans",2,NA,NA,NA
2698684,"Sinimarinibacterium sp. NLF-5-8",2,NA,NA,NA
2698686,"Shewanella sp. Arc9-LZ",11,NA,NA,NA
2700081,"Virgibacillus sp. MSP4-1",9,NA,NA,NA
2694930,"Pontibacter pudoricolor",4,NA,NA,NA
2703788,"Edaphobacter sp. 12200R-103",1,NA,NA,NA
2703789,"Mucilaginibacter sp. 14171R-50",2,NA,NA,NA
2703787,"Chitinophaga agri",7,NA,NA,NA
2663241,"Serratia sp. HRI",7,NA,NA,NA
2704467,"Cellulomonas sp. H30R-01",2,NA,NA,NA
2704462,"Paenibacillus lycopersici",11,NA,NA,NA
2704465,"Rhodocytophaga rosea",3,NA,NA,NA
2697030,"Aminipila terrae",6,NA,NA,NA
449468,"Microcystis aeruginosa NIES-298",2,NA,NA,NA
312175,"Leptospira interrogans serovar Bataviae",2,NA,NA,NA
936136,"Rhizobium leguminosarum bv. viciae 248",3,NA,NA,NA
2704463,"Paenibacillus rhizovicinus",13,NA,NA,NA
1912064,"Staphylococcus sp. MI 10-1553",6,NA,NA,NA
216963,"Spiroplasma sp. TIUS-1",1,NA,NA,NA
216964,"Spiroplasma sp. BIUS-1",1,NA,NA,NA
69710,"Treponema vincentii",2,NA,NA,NA
2705439,"Streptomyces sp. S4.7",6,NA,NA,NA
2706887,"Draconibacterium halophilum",2,NA,NA,NA
424800,"Sphingomonas insulae",3,NA,NA,NA
240521,"Rhizobium daejeonense",4,NA,NA,NA
682956,"Paenibacillus jilunlii",10,NA,NA,NA
292800,"Flavonifractor plautii",3,NA,NA,NA
411903,"Collinsella aerofaciens ATCC 25986",5,NA,NA,NA
411483,"Faecalibacterium duncaniae",6,NA,NA,NA
1476754,"Streptomyces sp. 604F",7,NA,NA,NA
2583452,"Amedibacterium intestinale",6,NA,NA,NA
33959,"Lactobacillus johnsonii",10,NA,NA,NA
1906744,"Rodentibacter heylii",6,NA,NA,NA
1481923,"Vibrio astriarenae",11,NA,NA,NA
2026186,"Bacillus paranthracis",13,NA,NA,NA
116090,"Caloranaerobacter azorensis",6,NA,NA,NA
1745854,"Ancylobacter pratisalsi",2,NA,NA,NA
2267833,"Rhizobium oryzihabitans",4,NA,NA,NA
66871,"Streptomyces aureoverticillatus",6,NA,NA,NA
2706126,"Pseudomonas sp. OIL-1",4,NA,NA,NA
1121114,"Blautia producta ATCC 27340 = DSM 2950",5,NA,NA,NA
437897,"Megamonas funiformis",6,NA,NA,NA
2708301,"Kineobactrum salinum",2,NA,NA,NA
433296,"Aminipila butyrica",6,NA,NA,NA
2707525,"Sulfuriroseicoccus oceanibius",5,NA,NA,NA
60847,"Halogeometricum borinquense",1,NA,NA,NA
114529,"Haloferax alexandrinus",1,NA,NA,NA
2209,"Methanosarcina mazei",3,NA,NA,NA
39692,"Mycolicibacterium parafortuitum",2,NA,NA,NA
36813,"Mycolicibacterium pulveris",2,NA,NA,NA
39695,"Mycolicibacterium tokaiense",2,NA,NA,NA
39691,"Mycolicibacterium moriokaense",2,NA,NA,NA
1799,"Mycolicibacterium aichiense",2,NA,NA,NA
2492438,"Mycobacterium novum",3,NA,NA,NA
39688,"Mycolicibacterium duvalii",2,NA,NA,NA
1793,"Mycolicibacterium fallax",2,NA,NA,NA
1788,"Mycolicibacter terrae",2,NA,NA,NA
67081,"Mycolicibacterium alvei",2,NA,NA,NA
53462,"Mycolicibacterium mageritense",2,NA,NA,NA
1784,"Mycobacterium simiae",1,NA,NA,NA
1792,"Mycolicibacterium chitae",2,NA,NA,NA
1775,"Mycobacterium cookii",2,NA,NA,NA
126673,"Mycobacterium doricum",2,NA,NA,NA
39694,"Mycolicibacterium poriferae",2,NA,NA,NA
133549,"Mycobacterium shottsii",1,NA,NA,NA
43348,"Mycobacterium branderi",2,NA,NA,NA
1794,"Mycolicibacterium gadium",2,NA,NA,NA
220927,"Mycobacterium saskatchewanense",1,NA,NA,NA
216929,"Mycolicibacterium psychrotolerans",2,NA,NA,NA
29314,"Mycolicibacter hiberniae",2,NA,NA,NA
212765,"Mycolicibacterium madagascariense",2,NA,NA,NA
28047,"Mycolicibacterium confluentis",2,NA,NA,NA
398694,"Mycobacterium shinjukuense",1,NA,NA,NA
44010,"Mycobacterium conspicuum",1,NA,NA,NA
292462,"Mycobacterium florentinum",1,NA,NA,NA
185642,"Mycobacterium parmense",1,NA,NA,NA
53376,"Mycobacterium heidelbergense",1,NA,NA,NA
319706,"Mycolicibacterium phocaicum",2,NA,NA,NA
146017,"Mycolicibacterium boenickei",2,NA,NA,NA
169765,"Mycobacterium lacus",1,NA,NA,NA
85693,"Mycolicibacterium monacense",2,NA,NA,NA
386911,"Mycobacterium seoulense",1,NA,NA,NA
444597,"Mycolicibacterium insubricum",2,NA,NA,NA
459858,"Mycobacterium noviomagense",2,NA,NA,NA
590652,"Mycobacterium paraseoulense",1,NA,NA,NA
758802,"Mycolicibacterium litorale",2,NA,NA,NA
470076,"Mycobacterium stomatepiae",1,NA,NA,NA
1286180,"Mycolicibacterium sediminis",2,NA,NA,NA
1118379,"Mycolicibacter minnesotensis",2,NA,NA,NA
560555,"Mycobacterium mantenii",1,NA,NA,NA
1249101,"Mycolicibacterium celeriflavum",2,NA,NA,NA
1286181,"Mycolicibacterium arabiense",2,NA,NA,NA
1069220,"Mycobacterium koreense",2,NA,NA,NA
1431246,"Mycolicibacterium anyangense",2,NA,NA,NA
1534348,"Mycolicibacterium sarraceniae",2,NA,NA,NA
1534349,"Mycolicibacterium helvum",2,NA,NA,NA
2683193,"Brevibacillus sp. 7WMA2",12,NA,NA,NA
333965,"Providencia vermicola",7,NA,NA,NA
2010972,"Caulobacter rhizosphaerae",2,NA,NA,NA
1081866,"Halomonas socia",4,NA,NA,NA
2016596,"Nitrogeniibacter mangrovi",3,NA,NA,NA
1329,"Streptococcus canis",5,NA,NA,NA
2709781,"Bacillus sp. LUNF1",9,NA,NA,NA
2683272,"Spartinivicinus ruber",4,NA,NA,NA
118118,"Buchnera aphidicola (Uroleucon sonchi)",1,NA,NA,NA
2709392,"Corynebacterium qintianiae",4,NA,NA,NA
2709394,"Corynebacterium lizhenjunii",4,NA,NA,NA
2709390,"Bacteroides sp. ZJ-18",6,NA,NA,NA
2709403,"Schaalia sp. ZJ405",3,NA,NA,NA
2705547,"Caballeronia sp. SBC2",5,NA,NA,NA
122355,"Pseudomonas psychrophila",8,NA,NA,NA
1591409,"Pseudohalocynthiibacter aestuariivivens",1,NA,NA,NA
2748098,"Pikeienuella piscinae",1,NA,NA,NA
2711156,"Rhizorhabdus phycosphaerae",2,NA,NA,NA
46680,"Pseudomonas nitroreducens",5,NA,NA,NA
66269,"Pantoea stewartii",7,NA,NA,NA
2711231,"Roseimicrobium sp. ORNL1",2,NA,NA,NA
28198,"Aliarcobacter cryaerophilus",5,NA,NA,NA
2562582,"Brevundimonas sp. 'scallop'",2,NA,NA,NA
2603244,"Providencia sp. 1701011",7,NA,NA,NA
2603245,"Providencia sp. 1701091",7,NA,NA,NA
2603246,"Providencia sp. 1709051003",7,NA,NA,NA
504,"Kingella kingae",4,NA,NA,NA
2697019,"Proteus sp. ZN5",7,NA,NA,NA
379684,"Rhizobium pseudoryzae",4,NA,NA,NA
2567934,"Microbacterium sp. 4R-513",2,NA,NA,NA
2712223,"Nocardioides anomalus",1,NA,NA,NA
797291,"Sphingobacterium lactis",4,NA,NA,NA
2712222,"Nordella sp. HKS 07",2,NA,NA,NA
451876,"Rhizobium rhizoryzae",5,NA,NA,NA
936337,"Microbacterium amylolyticum",2,NA,NA,NA
1526412,"Microbacterium endophyticum",2,NA,NA,NA
2604537,"Altererythrobacter sp. BO-6",1,NA,NA,NA
399587,"Salmonella enterica subsp. enterica serovar Rissen",7,NA,NA,NA
2711215,"Sphingosinithalassobacter tenebrarum",1,NA,NA,NA
1404,"Priestia megaterium",12,NA,NA,NA
1197460,"Bradyrhizobium sp. 6(2017)",1,NA,NA,NA
2713414,"Chryseobacterium sp. POL2",5,NA,NA,NA
147802,"Lactobacillus iners",6,NA,NA,NA
147802,"Lactobacillus iners",5,NA,NA,NA
2713573,"Sphingobacterium sp. DR205",7,NA,NA,NA
935222,"Flavobacterium sp. Sr18",5,NA,NA,NA
2711221,"Vibrio ziniensis",10,NA,NA,NA
74329,"Brevundimonas mediterranea",2,NA,NA,NA
1006003,"Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681",8,NA,NA,NA
83771,"Succinivibrio dextrinosolvens",7,NA,NA,NA
174633,"Candidatus Kuenenia stuttgartiensis",1,NA,NA,NA
1288484,"Deinococcus wulumuqiensis R12",3,NA,NA,NA
2698672,"Muricauda oceani",2,NA,NA,NA
1404649,"Bradyrhizobium sp. 323S2",2,NA,NA,NA
2589818,"Bacillus sp. Cs-700",9,NA,NA,NA
2656761,"Apibacter sp. B2966",3,NA,NA,NA
2656760,"Apibacter sp. B3706",3,NA,NA,NA
1868794,"Jeotgalibaca arthritidis",6,NA,NA,NA
558541,"Shewanella chilikensis",8,NA,NA,NA
74829,"Pseudomonas balearica",4,NA,NA,NA
1936021,"Thermosulfuriphilus ammonigenes",1,NA,NA,NA
1384040,"Vibrio coralliilyticus OCN008",11,NA,NA,NA
2714951,"Leclercia sp. 29361",8,NA,NA,NA
2699430,"Caldichromatium japonicum",3,NA,NA,NA
2758038,"Pontibrevibacter nitratireducens",2,NA,NA,NA
1868793,"Jeotgalibaca porci",6,NA,NA,NA
2714927,"Dysgonomonas sp. HDW5B",4,NA,NA,NA
2714926,"Dysgonomonas sp. HDW5A",4,NA,NA,NA
2714935,"Leucobacter viscericola",2,NA,NA,NA
2714939,"Nocardioides sp. HDW12B",2,NA,NA,NA
2714930,"Erysipelothrix sp. HDW6C",5,NA,NA,NA
2714938,"Nocardioides piscis",2,NA,NA,NA
2714943,"Sphingomonas piscis",1,NA,NA,NA
2714936,"Lysobacter sp. HDW10",1,NA,NA,NA
2714931,"Sanguibacter sp. HDW7",3,NA,NA,NA
2714929,"Erysipelothrix sp. HDW6B",8,NA,NA,NA
2714942,"Sphingomonas sp. HDW15A",1,NA,NA,NA
2714944,"Sphingomonas sinipercae",1,NA,NA,NA
2714945,"Thermomonas sp. HDW16",2,NA,NA,NA
2714940,"Pedobacter sp. HDW13",4,NA,NA,NA
2714923,"Acidovorax sp. HDW3",3,NA,NA,NA
2714946,"Vagococcus coleopterorum",5,NA,NA,NA
2714947,"Vagococcus hydrophili",8,NA,NA,NA
2714949,"Weissella coleopterorum",5,NA,NA,NA
2714925,"Diaphorobacter sp. HDW4B",4,NA,NA,NA
2714932,"Hymenobacter sp. HDW8",3,NA,NA,NA
2714924,"Diaphorobacter sp. HDW4A",4,NA,NA,NA
2714948,"Vibrio sp. HDW18",8,NA,NA,NA
2681547,"Microbulbifer sp. SH-1",4,NA,NA,NA
2714934,"Leucobacter insecticola",2,NA,NA,NA
2714933,"Leucobacter coleopterorum",2,NA,NA,NA
2714941,"Phycicoccus sp. HDW14",1,NA,NA,NA
2686210,"Streptococcus sp. CNU G2",7,NA,NA,NA
2716226,"Pusillimonas sp. DMV24BSW_D",3,NA,NA,NA
2716225,"Hydrogenophaga sp. BA0156",2,NA,NA,NA
2714937,"Propioniciclava coleopterorum",2,NA,NA,NA
1805431,"Enterococcus saigonensis",6,NA,NA,NA
319939,"Pseudomonas otitidis",4,NA,NA,NA
2675053,"Thiosulfativibrio zosterae",3,NA,NA,NA
2675054,"Thiosulfatimonas sediminis",4,NA,NA,NA
2709784,"Bacillus sp. KH172YL63",10,NA,NA,NA
2714928,"Erysipelothrix sp. HDW6A",3,NA,NA,NA
561184,"Mameliella alba",3,NA,NA,NA
1936990,"Nitrospira sp. KM1",1,NA,NA,NA
2707299,"Adlercreutzia hattorii",3,NA,NA,NA
2685869,"Nocardioides sp. ZJ1313",4,NA,NA,NA
123824,"Frederiksenia canicola",6,NA,NA,NA
85402,"Mannheimia granulomatis",6,NA,NA,NA
653940,"Basfia succiniciproducens",6,NA,NA,NA
199591,"Brevibacterium luteolum",2,NA,NA,NA
2653851,"Rubrobacter tropicus",1,NA,NA,NA
2653852,"Rubrobacter marinus",1,NA,NA,NA
2705548,"Caballeronia sp. SBC1",5,NA,NA,NA
2816456,"Bradyrhizobium sp. 1S5",2,NA,NA,NA
1404411,"Bradyrhizobium septentrionale",1,NA,NA,NA
1404443,"Bradyrhizobium sp. 41S5",1,NA,NA,NA
2715164,"Acinetobacter shaoyimingii",7,NA,NA,NA
2715163,"Acinetobacter lanii",8,NA,NA,NA
196,"Campylobacter fetus",3,NA,NA,NA
2716717,"Haloarcula sp. JP-L23",3,NA,NA,NA
615,"Serratia marcescens",6,NA,NA,NA
1404888,"Bradyrhizobium sp. 1(2017)",1,NA,NA,NA
2716879,"Citrobacter sp. Y3",7,NA,NA,NA
216778,"Stenotrophomonas rhizophila",3,NA,NA,NA
2692134,"Spirosoma aureum",3,NA,NA,NA
215221,"Komagataeibacter rhaeticus",1,NA,NA,NA
43768,"Corynebacterium matruchotii",4,NA,NA,NA
889201,"Streptococcus cristatus ATCC 51100",4,NA,NA,NA
2697563,"Brevibacterium atlanticum",4,NA,NA,NA
1496080,"Brevibacterium pigmentatum",4,NA,NA,NA
2697565,"Brevibacterium limosum",4,NA,NA,NA
1821625,"Streptomyces sp. VN1",6,NA,NA,NA
2717324,"Streptomyces liangshanensis",6,NA,NA,NA
1635327,"Zophobihabitans entericus",4,NA,NA,NA
1488356,"Streptomyces sp. MBT27",8,NA,NA,NA
2708079,"Microbacterium fandaimingii",2,NA,NA,NA
2769067,"Microbacterium chengjingii",2,NA,NA,NA
2708084,"Salinibacterium sp. ZJ70",2,NA,NA,NA
2708338,"Salinibacterium sp. ZJ450",2,NA,NA,NA
2708340,"Actinomyces sp. zg-332",3,NA,NA,NA
2020412,"Bosea sp. ANAM02",2,NA,NA,NA
2708020,"Legionella antarctica",3,NA,NA,NA
1076124,"Phytohabitans flavus",2,NA,NA,NA
624315,"Phytohabitans suffuscus",2,NA,NA,NA
2715678,"Sulfurimicrobium lacus",2,NA,NA,NA
53409,"Pseudomonas coronafaciens",5,NA,NA,NA
51367,"Salinivibrio costicola",9,NA,NA,NA
1028752,"Shewanella aestuarii",8,NA,NA,NA
2099387,"Tolypothrix sp. PCC 7910",5,NA,NA,NA
2719588,"Kocuria sp. KD4",3,NA,NA,NA
1854493,"Sulfurospirillum sp. ACSTCE",2,NA,NA,NA
1854492,"Sulfurospirillum sp. ACSDCE",3,NA,NA,NA
2719912,"Leeuwenhoekiella sp. ZYFB001",3,NA,NA,NA
2719911,"Nonlabens sp. SY33080",3,NA,NA,NA
228602,"Nocardia arthritidis",3,NA,NA,NA
1198700,"Brucella abortus RB51-AHVLA",3,NA,NA,NA
2589076,"Paracoccus sp. AK26",3,NA,NA,NA
2721173,"Streptomyces sp. DSM 40868",6,NA,NA,NA
577,"Raoultella terrigena",8,NA,NA,NA
535024,"Bacillus subtilis subsp. subtilis str. SMY",10,NA,NA,NA
96495,"Wolbachia endosymbiont of Brugia pahangi",1,NA,NA,NA
1890,"Streptomyces antibioticus",6,NA,NA,NA
2740807,"Aquisalimonas sp. 2447",1,NA,NA,NA
158877,"Yokenella regensburgei",7,NA,NA,NA
2715212,"Bacteroides sp. CBA7301",5,NA,NA,NA
29556,"Mycoplasmopsis gallinacea",4,NA,NA,NA
1085644,"Allofrancisella frigidaquae",3,NA,NA,NA
1085647,"Allofrancisella inopinata",3,NA,NA,NA
1395624,"Francisella sp. LA112445",3,NA,NA,NA
227866,"Bacillus tequilensis",10,NA,NA,NA
492670,"Bacillus velezensis",1,NA,NA,NA
1522,"[Clostridium] innocuum",5,NA,NA,NA
2592334,"Nocardioides sp. JQ2195",2,NA,NA,NA
2722825,"Rhodococcus sp. DMU1",4,NA,NA,NA
2835648,"Hymenobacter sp. BT18",3,NA,NA,NA
2721244,"Streptomyces sp. RPA4-2",6,NA,NA,NA
2721243,"Streptomyces sp. RLB1-33",6,NA,NA,NA
2721246,"Streptomyces sp. S1D4-11",6,NA,NA,NA
1404,"Priestia megaterium",21,NA,NA,NA
2563896,"Candidatus Pelagibacter giovannonii",1,NA,NA,NA
2716227,"Gephyromycinifex aptenodytis",3,NA,NA,NA
2732593,"Wolbachia endosymbiont of Ctenocephalides felis wCfeT",1,NA,NA,NA
2732594,"Wolbachia endosymbiont of Ctenocephalides felis wCfeJ",1,NA,NA,NA
2719023,"Saccharopolyspora sp. ASAGF58",5,NA,NA,NA
129338,"Geobacillus subterraneus",10,NA,NA,NA
2064643,"Oxynema aestuarii AP17",5,NA,NA,NA
2724191,"Ferrimonas lipolytica",11,NA,NA,NA
53501,"Thalassobius gelatinovorus",3,NA,NA,NA
207949,"Bermanella marisrubri",3,NA,NA,NA
2724914,"Leifsonia sp. PS1209",2,NA,NA,NA
2724150,"Romboutsia sp. CE17",16,NA,NA,NA
2047767,"Thermosulfurimonas marina",1,NA,NA,NA
2609667,"Halomonas piezotolerans",6,NA,NA,NA
2108399,"Pectobacterium punjabense",7,NA,NA,NA
2725414,"Chitinophaga oryzae",6,NA,NA,NA
2725414,"Chitinophaga oryzae",5,NA,NA,NA
315271,"Dolichospermum flos-aquae CCAP 1403/13F",5,NA,NA,NA
2725684,"Acinetobacter sp. NEB149",7,NA,NA,NA
2725288,"Pseudodesulfovibrio sp. zrk46",4,NA,NA,NA
2725558,"Parasphingorhabdus halotolerans",1,NA,NA,NA
2725994,"Mycoplasma sp. 1654_15",1,NA,NA,NA
184912,"Citrobacter sp. TSA-1",8,NA,NA,NA
1804990,"Microcella flavibacter",2,NA,NA,NA
179636,"Alicycliphilus denitrificans",3,NA,NA,NA
2675795,"Enterobacteriaceae endosymbiont of Plateumaris pusilla",2,NA,NA,NA
2722751,"Arcanobacterium sp. 2701",4,NA,NA,NA
2675791,"Enterobacteriaceae endosymbiont of Macroplea mutica",2,NA,NA,NA
2585772,"Bacillus sp. HNA3",9,NA,NA,NA
2725997,"Escherichia sp. SCLE84",7,NA,NA,NA
37448,"Polaromonas vacuolata",6,NA,NA,NA
342614,"Streptococcus agalactiae 515",7,NA,NA,NA
198618,"Pseudomonas umsongensis",7,NA,NA,NA
72360,"Bacillus mojavensis",10,NA,NA,NA
2726185,"Paenibacillus albicereus",8,NA,NA,NA
2026199,"Paraburkholderia aromaticivorans",7,NA,NA,NA
1545044,"Paracoccus sanguinis",2,NA,NA,NA
2725477,"Pseudomonas tohonis",4,NA,NA,NA
2681310,"Methylococcus geothermalis",2,NA,NA,NA
2726989,"Pseudomonas sp. gcc21",4,NA,NA,NA
2725563,"Brevibacterium sp. 'Marine'",4,NA,NA,NA
119602,"Streptococcus dysgalactiae subsp. equisimilis",6,NA,NA,NA
149696,"Xanthomonas campestris pv. badrii",2,NA,NA,NA
2668067,"Marinobacterium sp. LSUCC0821",3,NA,NA,NA
1712261,"Pyruvatibacter mobilis",1,NA,NA,NA
2728024,"Spirosoma sp. CJU-R4",3,NA,NA,NA
2728023,"Cohnella sp. MFER-1",7,NA,NA,NA
2728022,"Mucilaginibacter sp. F39-2",3,NA,NA,NA
2728021,"Duganella sp. AF9R3",7,NA,NA,NA
2728020,"Duganella sp. GN2-R2",7,NA,NA,NA
1275962,"Bradyrhizobium elkanii USDA 61",1,NA,NA,NA
2572050,"Campylobacter sp. CFSAN093246",3,NA,NA,NA
2572059,"Campylobacter sp. CFSAN093241",3,NA,NA,NA
2572082,"Campylobacter sp. CFSAN093256",3,NA,NA,NA
2572083,"Campylobacter sp. CFSAN093259",3,NA,NA,NA
2572085,"Campylobacter sp. CFSAN093260",3,NA,NA,NA
2572074,"Campylobacter sp. CFSAN093224",3,NA,NA,NA
2572065,"Campylobacter sp. CFSAN093226",3,NA,NA,NA
2572069,"Campylobacter sp. CFSAN093227",2,NA,NA,NA
2572084,"Campylobacter sp. CFSAN093238",3,NA,NA,NA
2728835,"Luteolibacter luteus",2,NA,NA,NA
2066070,"Mesorhizobium japonicum",2,NA,NA,NA
395631,"Phytobacter diazotrophicus",7,NA,NA,NA
2729175,"Cellulomonas taurus",3,NA,NA,NA
1891787,"Roseobacter ponti",1,NA,NA,NA
754517,"Mycoplasma phocoenae",2,NA,NA,NA
2726117,"Mycoplasma phocoeninasale",3,NA,NA,NA
2730851,"Pseudomonas sp. ADAK22",5,NA,NA,NA
2730846,"Pseudomonas sp. ADAK7",6,NA,NA,NA
2730848,"Pseudomonas sp. ADAK18",5,NA,NA,NA
2730847,"Pseudomonas sp. ADAK13",5,NA,NA,NA
2730850,"Pseudomonas sp. ADAK21",6,NA,NA,NA
2730845,"Pseudomonas sp. ADAK2",6,NA,NA,NA
2730849,"Pseudomonas sp. ADAK20",6,NA,NA,NA
2728853,"Bacillus fonticola",8,NA,NA,NA
95301,"Pseudomonas multiresinivorans",5,NA,NA,NA
2709380,"Starkeya sp. ORNL1",2,NA,NA,NA
1292359,"Gordonia ajococcus",3,NA,NA,NA
2608253,"Nonlabens sp. Ci31",3,NA,NA,NA
2729423,"Pseudomonas sp. SK",7,NA,NA,NA
2698828,"Sphingomonas lacunae",1,NA,NA,NA
2730360,"Halomonas sp. PGE1",4,NA,NA,NA
208964,"Pseudomonas aeruginosa PAO1",3,NA,NA,NA
2732067,"Usitatibacter rugosus",2,NA,NA,NA
2732487,"Usitatibacter palustris",2,NA,NA,NA
531813,"Pelagibacterium halotolerans",3,NA,NA,NA
2732163,"Limnobacter sp. SAORIC-580",2,NA,NA,NA
2732249,"Gemmatimonas groenlandica",2,NA,NA,NA
754515,"Mycoplasma miroungigenitalium",2,NA,NA,NA
754516,"Mycoplasma miroungirhinis",2,NA,NA,NA
2730915,"Streptomyces sp. Z423-1",6,NA,NA,NA
357276,"Phocaeicola dorei",7,NA,NA,NA
2726118,"Streptomyces sp. jing01",6,NA,NA,NA
154288,"Turicibacter sanguinis",8,NA,NA,NA
686,"Vibrio cholerae O1 biovar El Tor",9,NA,NA,NA
249586,"Streptomyces asoensis",6,NA,NA,NA
2560029,"Aeromonas sp. 2692-1",10,NA,NA,NA
2560028,"Aeromonas sp. 1805",10,NA,NA,NA
370038,"Oceanidesulfovibrio marinus",2,NA,NA,NA
2735133,"Herbiconiux sp. SALV-R1",2,NA,NA,NA
2735134,"Sphingomonas sp. AP4-R1",2,NA,NA,NA
1430,"Bacillus thuringiensis serovar israelensis",12,NA,NA,NA
2725417,"Salmonella sp. SCFS4",7,NA,NA,NA
1353891,"Achromobacter deleyi",5,NA,NA,NA
2731680,"Cellulosimicrobium sp. 72-3",3,NA,NA,NA
2735870,"Spirosoma taeanense",4,NA,NA,NA
2774151,"Frigoriglobus tundricola",2,NA,NA,NA
2735321,"Hymenobacter sp. TS19",4,NA,NA,NA
851,"Fusobacterium nucleatum",5,NA,NA,NA
2577118,"Salmonella bongori serovar 48:z81:-",7,NA,NA,NA
2735554,"Diaphorobacter sp. JS3050",3,NA,NA,NA
300876,"Vibrio europaeus",9,NA,NA,NA
2736640,"Pseudonocardia broussonetiae",2,NA,NA,NA
1590,"Lactiplantibacillus plantarum",1,NA,NA,NA
41520,"Salmonella enterica subsp. VII serovar 1,40:g,z51:--",7,NA,NA,NA
511693,"Escherichia coli BL21",7,NA,NA,NA
244320,"Escherichia coli O55:H7",7,NA,NA,NA
1343836,"Escherichia coli O157:H7 str. F8092B",7,NA,NA,NA
2559597,"Candidatus Nitrotoga sp. AM1P",2,NA,NA,NA
381,"Mesorhizobium loti",1,NA,NA,NA
1777866,"Mesorhizobium erdmanii",2,NA,NA,NA
2483404,"Mesorhizobium sp. NZP2077",2,NA,NA,NA
2483402,"Mesorhizobium sp. NZP2234",2,NA,NA,NA
1777867,"Mesorhizobium jarvisii",2,NA,NA,NA
2483403,"Mesorhizobium sp. NZP2298",2,NA,NA,NA
935548,"Mesorhizobium loti R88b",2,NA,NA,NA
381,"Mesorhizobium loti",2,NA,NA,NA
2737173,"Actinomyces marmotae",3,NA,NA,NA
2737172,"Thermoleptolyngbya sichuanensis PKUAC-SCTA183",2,NA,NA,NA
325777,"Xanthomonas axonopodis pv. vasculorum",2,NA,NA,NA
2663857,"Nocardioides sp. zg-579",3,NA,NA,NA
1315211,"Arcobacter aquimarinus",5,NA,NA,NA
449520,"Campylobacter canadensis",4,NA,NA,NA
1849015,"Pseudoarcobacter acticola",6,NA,NA,NA
2722820,"Actinomyces faecalis",3,NA,NA,NA
2731681,"Pseudomonas campi",3,NA,NA,NA
1484109,"Lichenicola cladoniae",3,NA,NA,NA
158627,"Pseudomonas graminis",5,NA,NA,NA
1848766,"Campylobacter ornithocola",3,NA,NA,NA
1355374,"Aliarcobacter lanthieri",5,NA,NA,NA
1448857,"Campylobacter corcagiensis",3,NA,NA,NA
1054033,"Arcobacter venerupis",6,NA,NA,NA
1780362,"Campylobacter geochelonis",3,NA,NA,NA
1564138,"Aliarcobacter faecis",5,NA,NA,NA
873191,"Arcobacter defluvii",5,NA,NA,NA
1462615,"Halarcobacter ebronensis",3,NA,NA,NA
2042961,"Campylobacter blaseri",3,NA,NA,NA
1054034,"Arcobacter cloacae",5,NA,NA,NA
2517362,"Campylobacter sp. CCUG 57310",3,NA,NA,NA
82977,"Buttiauxella agrestis",8,NA,NA,NA
584,"Proteus mirabilis",8,NA,NA,NA
363952,"Comamonas thiooxydans",9,NA,NA,NA
2675877,"Hymenobacter sp. BRD67",3,NA,NA,NA
2675878,"Hymenobacter sp. BRD128",3,NA,NA,NA
337330,"Lactiplantibacillus plantarum subsp. plantarum",4,NA,NA,NA
2738843,"Pseudomonas sp. B14-6",6,NA,NA,NA
2739433,"Erythrobacter mangrovi",1,NA,NA,NA
2590900,"Tenuifilum thalassicum",3,NA,NA,NA
1380685,"Kroppenstedtia pulmonis",4,NA,NA,NA
2739057,"Halorubrum salinarum",2,NA,NA,NA
1353889,"Achromobacter pestifer",4,NA,NA,NA
46125,"Abiotrophia defectiva",4,NA,NA,NA
1260,"Finegoldia magna",4,NA,NA,NA
2047,"Rothia dentocariosa",3,NA,NA,NA
562,"Escherichia coli",3,NA,NA,NA
714067,"Kroppenstedtia eburnea",4,NA,NA,NA
2603836,"Escherichia coli O10:H32",7,NA,NA,NA
2739063,"Thiomicrorhabdus xiamenensis",3,NA,NA,NA
349967,"Yersinia mollaretii ATCC 43969",7,NA,NA,NA
162426,"Microbacterium hominis",3,NA,NA,NA
1904463,"Poseidonibacter lekithochrous",8,NA,NA,NA
2499157,"Aquiluna borgnonia",1,NA,NA,NA
2740462,"Mucilaginibacter mali",2,NA,NA,NA
2762896,"Pseudomonas sp. MPDS",5,NA,NA,NA
2739062,"Flavobacterium sp. M31R6",5,NA,NA,NA
2739061,"Deefgea sp. D17",8,NA,NA,NA
2738867,"Brevibacillus sp. DP1.3A",14,NA,NA,NA
2738979,"Brevibacillus sp. HD3.3A",13,NA,NA,NA
76760,"Pseudomonas rhodesiae",5,NA,NA,NA
2102,"Mycoplasma mycoides",2,NA,NA,NA
2662033,"Pseudomonas sp. NY5710",7,NA,NA,NA
