Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_002290285.1	1134687	SAMN07551913	PRJNA224116	Klebsiella michiganensis	Klebsiella michiganensis	Enterobacteriaceae (family) and Enterobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family|||Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Enterobacter|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002290305.1	1423	SAMN07598856	PRJNA224116	Bacillus subtilis	Bacillus subtilis	Bacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus		10				Machine processing of NCBI genome assembly data.			"""5.4"""
GCA_002290365.1	1160784	SAMN06919537	PRJNA385869	Candidatus Nasuia deltocephalinicola	Candidatus Nasuia deltocephalinicola	"""Proteobacteria"" (phylum)"			"Bacteria|domain; ""Proteobacteria""|phylum"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002291265.1	55601	SAMN07602430	PRJNA224116	Vibrio anguillarum	Vibrio anguillarum	Vibrio (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Vibrionales""|order; Vibrionaceae|family; Vibrio|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002291405.1	436515	SAMN07569770	PRJNA224116	Variovorax boronicumulans	Variovorax boronicumulans	Variovorax (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Comamonadaceae|family; Variovorax|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002291425.1	929813	SAMN04388492	PRJNA224116	Gibbsiella quercinecans	Gibbsiella quercinecans	Gibbsiella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Gibbsiella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002291445.1	1109412	SAMN04388496	PRJNA224116	Brenneria goodwinii	Brenneria goodwinii	Brenneria (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Brenneria|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCA_002291465.1	64667	SAMN06841017	PRJNA384500	Mycobacterium lepraemurium	Mycobacterium lepraemurium	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002300135.1	1422	SAMN05300636	PRJNA224116	Geobacillus stearothermophilus	Geobacillus stearothermophilus	Geobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Geobacillus|genus		11				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302315.1	562	SAMN07503734	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302335.1	562	SAMN07503733	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302355.1	382	SAMN06227501	PRJNA224116	Sinorhizobium meliloti	Sinorhizobium meliloti	Ensifer (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Rhizobiaceae|family; Ensifer|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302375.1	382	SAMN06229775	PRJNA224116	Sinorhizobium meliloti	Sinorhizobium meliloti	Ensifer (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Rhizobiaceae|family; Ensifer|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302395.1	1019	SAMN06289148	PRJNA224116	Capnocytophaga sputigena	Capnocytophaga sputigena	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302415.1	1017	SAMN06289147	PRJNA224116	Capnocytophaga gingivalis	Capnocytophaga gingivalis	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302445.1	28188	SAMN06289145	PRJNA224116	Capnocytophaga canimorsus	Capnocytophaga canimorsus	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCA_002302475.1	28189	SAMN06754876	PRJNA369395	Capnocytophaga cynodegmi	Capnocytophaga cynodegmi	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302495.1	1019	SAMN06754875	PRJNA224116	Capnocytophaga sputigena	Capnocytophaga sputigena	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302515.1	1945658	SAMN06289154	PRJNA224116	Capnocytophaga sp. H4358	Capnocytophaga sp. H4358	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302535.1	1945657	SAMN06289153	PRJNA224116	Capnocytophaga sp. H2931	Capnocytophaga sp. H2931	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302565.1	28188	SAMN06289152	PRJNA224116	Capnocytophaga canimorsus	Capnocytophaga canimorsus	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302595.1	1019	SAMN06289150	PRJNA224116	Capnocytophaga sputigena	Capnocytophaga sputigena	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302615.1	327575	SAMN06289149	PRJNA224116	Capnocytophaga leadbetteri	Capnocytophaga leadbetteri	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302635.1	1848904	SAMN06289146	PRJNA224116	Capnocytophaga stomatis	Capnocytophaga stomatis	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002302655.1	28188	SAMN06289144	PRJNA224116	Capnocytophaga canimorsus	Capnocytophaga canimorsus	Capnocytophaga (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Capnocytophaga|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002303275.1	550	SAMN05831100	PRJNA224116	Enterobacter cloacae	Enterobacter cloacae	Enterobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Enterobacter|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002305855.1	1294270	SAMN06850203	PRJNA224116	Melittangium boletus DSM 14713	Melittangium boletus DSM 14713	Cystobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Deltaproteobacteria|class; Myxococcales|order; Cystobacterineae|suborder; Cystobacteraceae|family; Cystobacter|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002305875.1	43	SAMN06167122	PRJNA224116	Cystobacter fuscus	Cystobacter fuscus	Cystobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Deltaproteobacteria|class; Myxococcales|order; Cystobacterineae|suborder; Cystobacteraceae|family; Cystobacter|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002305895.1	1189310	SAMN06167052	PRJNA224116	Myxococcus macrosporus DSM 14697	Myxococcus macrosporus DSM 14697	Myxococcus (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Deltaproteobacteria|class; Myxococcales|order; Cystobacterineae|suborder; Myxococcaceae|family; Myxococcus|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCA_002307335.1	72407	SAMN07565840	PRJNA400335	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Klebsiella|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002307355.1	554	SAMN05853691	PRJNA224116	Pectobacterium carotovorum	Pectobacterium carotovorum	Pectobacterium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Pectobacterium|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002309535.1	220622	SAMN07609062	PRJNA224116	Sulfurospirillum sp. JPD-1	Sulfurospirillum sp. JPD-1	Sulfurospirillum (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Epsilonproteobacteria|class; Campylobacterales|order; Campylobacteraceae|family; Sulfurospirillum|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002309555.1	78327	SAMN07606279	PRJNA224116	Pseudomonas mosselii	Pseudomonas mosselii	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310295.1	155892	SAMN06927532	PRJNA224116	Caulobacter vibrioides	Caulobacter vibrioides	Caulobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Caulobacterales|order; Caulobacteraceae|family; Caulobacter|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310315.1	492670	SAMN07606107	PRJNA224116	Bacillus velezensis	Bacillus velezensis	Bacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310335.1	55601	SAMN07622449	PRJNA224116	Vibrio anguillarum	Vibrio anguillarum	Vibrio (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Vibrionales""|order; Vibrionaceae|family; Vibrio|genus"		10				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310375.1	155892	SAMN06927530	PRJNA224116	Caulobacter vibrioides	Caulobacter vibrioides	Caulobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Caulobacterales|order; Caulobacteraceae|family; Caulobacter|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCA_002310395.1	46170	SAMN07629847	PRJNA406184	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	Staphylococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCA_002310435.1	426430	SAMN07629846	PRJNA406184	Staphylococcus aureus subsp. aureus str. Newman	Staphylococcus aureus subsp. aureus str. Newman	Staphylococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310455.1	155892	SAMN06927531	PRJNA224116	Caulobacter vibrioides	Caulobacter vibrioides	Caulobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Caulobacterales|order; Caulobacteraceae|family; Caulobacter|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310475.1	1366	SAMN07627433	PRJNA224116	Lactococcus raffinolactis	Lactococcus raffinolactis	Lactococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Lactococcus|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310495.1	2026799	SAMN07628394	PRJNA224116	Verrucomicrobia bacterium	Verrucomicrobia bacterium	Opitutus (genus)			"Bacteria|domain; ""Verrucomicrobia""|phylum; Opitutae|class; Opitutales|order; Opitutaceae|family; Opitutus|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310515.1	1117645	SAMN07625922	PRJNA224116	Elizabethkingia anophelis	Elizabethkingia anophelis	Elizabethkingia (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Elizabethkingia|genus"		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310535.1	1117645	SAMN07625921	PRJNA224116	Elizabethkingia anophelis	Elizabethkingia anophelis	Elizabethkingia (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Elizabethkingia|genus"		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310555.1	562	SAMN07618127	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310575.1	562	SAMN07618128	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310595.1	562	SAMN07618126	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310615.1	562	SAMN07618121	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310635.1	562	SAMN07618120	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310655.1	562	SAMN07618129	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310675.1	562	SAMN07618123	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310695.1	562	SAMN07618125	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310715.1	562	SAMN07618122	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310735.1	562	SAMN07618124	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002310795.1	152297	SAMN03380225	PRJNA224116	Pseudoalteromonas issachenkonii	Pseudoalteromonas issachenkonii	Pseudoalteromonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Alteromonadales|order; Pseudoalteromonadaceae|family; Pseudoalteromonas|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
