rRNA16S,Habitat,Oxygen,Motility,Spore,Pigment,Shape,Aggregation,Gram,GC,Length,Width,pH_optimum,Temp_optimum,Salt_optimum
HQ322118,hypersaline environment,anaerobic,"motile, but unspecified structure",yes,NA,rod,NA,positive,35.6,5,0.35,9.5,47.5,7.54
AB812750,other,facultative anaerobe,non-motile,NA,yes,rod,none,positive,41.1,5,0.8,NA,NA,NA
JQ650245,other,facultative anaerobe,non-motile,no,yes,cocci,clump,positive,41.3,1.15,1.15,8,33.5,0
JX555981,marine sediment,obligate aerobe,NA,yes,yes,NA,NA,positive,52.6,NA,NA,7,52.5,3
KC684888,marine sediment,obligate aerobe,NA,yes,yes,NA,NA,positive,46.64,NA,NA,7,28,NA
KC311367,other,anaerobic,non-motile,yes,yes,rod,none,positive,58.4,3.5,0.5,NA,NA,NA
AB786910,plant associated,anaerobic,non-motile,no,yes,rod,clump,positive,45.6,2.25,0.8,NA,3,NA
AB775175,plant associated,facultative anaerobe,NA,NA,no,ovoid/coccobacillus,clump,positive,35.7,NA,NA,NA,NA,NA
HF679037,food product,facultative anaerobe,non-motile,no,yes,rod,none,positive,45.1,2,0.9,4,37,6.5
HF679038,food product,facultative anaerobe,non-motile,no,yes,rod,none,positive,53.2,3,0.9,4,37,NA
HF679039,food product,facultative anaerobe,non-motile,no,yes,rod,none,positive,41.2,2,0.9,NA,NA,NA
FN999943,other,obligate aerobe,"motile, but unspecified structure",yes,no,rod,none,positive,37.6,1.5,NA,7,30,NA
JX137279,soil,obligate aerobe,non-motile,NA,NA,ovoid/coccobacillus,NA,negative,NA,NA,NA,NA,NA,NA
AB795010,plant associated,obligate aerobe,flagella,NA,yes,rod,clump,negative,54.9,2.13,0.38,7,20,3
HF674459,soil,obligate aerobe,flagella,no,yes,rod,clump,negative,61.5,2.5,0.85,NA,NA,NA
FJ039852,built environment,facultative anaerobe,flagella,no,no,rod,none,negative,44.7,3,0.75,6.1,20,7
KC415169,seawater,obligate aerobe,flagella,NA,yes,rod,NA,negative,66.1,1.1,0.55,7.5,28,3
JX235672,seawater,obligate aerobe,NA,no,yes,rod,clump,negative,64.2,1.6,0.55,7.5,33.5,1
JX393854,seawater,obligate aerobe,non-motile,no,yes,rod,clump,negative,65.2,2.15,0.4,7,33.5,1
JQ230000,soil,obligate aerobe,"motile, but unspecified structure",NA,yes,rod,NA,negative,71,1.5,0.4,7,28,0
KC169813,seawater,obligate aerobe,non-motile,no,no,rod,clump,negative,61.2,1.85,0.6,7.5,33.5,3
DQ017835,other,obligate aerobe,non-motile,no,yes,cocci,chain,negative,60.5,NA,1,7,37,15
AB187522,other,obligate aerobe,non-motile,yes,yes,rod,chain,positive,68,1.25,0.6,7,30,0
DQ093349,soil,obligate aerobe,non-motile,yes,yes,rod,chain,positive,68.2,NA,0.5,NA,30,4
AY574575,seawater,obligate aerobe,non-motile,no,yes,rod,chain,positive,69,1.2,0.7,9,33.5,3
AY894323,freshwater sediment,obligate aerobe,non-motile,yes,yes,rod,chain,positive,65.2,NA,1.15,7,28,7.5
DQ208700,soil,obligate aerobe,non-motile,yes,yes,rod,chain,positive,NA,1,0.7,5.5,30,0
DQ200982,marine sediment,obligate aerobe,"motile, but unspecified structure",no,yes,cocci,chain,positive,76.6,NA,NA,7.1,30,2.5
DQ168584,soil,obligate aerobe,flagella,no,yes,cocci,chain,positive,47,NA,0.9,8.75,28,10
AY753654,hotspring,obligate aerobe,non-motile,yes,yes,rod,chain,positive,45.2,4.75,0.5,8.5,60,3
AY169967,other,facultative anaerobe,non-motile,no,no,ovoid/coccobacillus,chain,positive,44.5,2.6,0.9,6.75,30,4
Y13066,food product,obligate aerobe,"motile, but unspecified structure",yes,yes,rod,chain,positive,36.4,4,2,7,42,2.25
DQ157760,other,NA,NA,NA,yes,rod,chain,NA,NA,NA,NA,7,33.5,5
DQ112352,other,obligate aerobe,non-motile,no,yes,rod,chain,negative,38.3,7.35,0.45,7,27.5,0.25
AY581114,soil,obligate aerobe,non-motile,no,yes,rod,chain,negative,37,7.05,0.45,6.5,17,1
AY581115,soil,obligate aerobe,non-motile,no,yes,rod,chain,negative,35,1.7,0.25,7,16.6,0
DQ004686,seawater,obligate aerobe,non-motile,no,yes,rod,chain,negative,30,2.9,0.5,7.5,26.5,2
DQ235228,soil,obligate aerobe,non-motile,no,yes,rod,chain,negative,39.7,2.35,0.4,7.25,30,0.25
AJ575430,other,facultative anaerobe,non-motile,no,yes,rod,chain,negative,31,16,NA,7.5,30,0
AM040439,other,obligate aerobe,NA,no,yes,rod,chain,negative,33.6,1,0.5,7,30,5
DQ167246,other,obligate aerobe,"motile, but unspecified structure",no,yes,rod,chain,negative,35.8,0.535,0.38,7.75,29,3
AY211516,other,obligate aerobe,non-motile,no,yes,rod,chain,negative,65.5,NA,0.9,7,29,1.5
AY211515,other,obligate aerobe,non-motile,no,yes,rod,chain,negative,65.5,NA,0.9,7,29,1.25
DQ195675,marine sediment,facultative anaerobe,flagella,no,yes,rod,chain,negative,64,2.1,0.7,7.5,32.5,2
DQ195676,marine sediment,facultative anaerobe,flagella,no,yes,rod,chain,negative,62,1.45,0.65,7,32.5,2
DQ212914,seawater,obligate aerobe,non-motile,no,yes,rod,chain,negative,41,1.8,0.55,8,25,3
DQ022958,other,facultative anaerobe,non-motile,no,yes,rod,chain,negative,68.7,1.25,0.75,6,26.5,1
AY660685,other,obligate aerobe,non-motile,no,no,ovoid/coccobacillus,chain,negative,42.3,1.1,0.65,7,22,0
AY444822,other,obligate aerobe,non-motile,no,no,ovoid/coccobacillus,chain,negative,42.7,1.62,0.73,8,22,7.25
AY880023,other,obligate aerobe,flagella,no,yes,ovoid/coccobacillus,chain,negative,55.1,1.75,1.5,NA,33.5,0
DQ150563,plant associated,obligate aerobe,flagella,no,yes,rod,chain,negative,61.2,1.8,0.55,7,30,0
AJ844281,other,obligate aerobe,flagella,no,yes,rod,chain,negative,70,3,0.7,7,32.5,0
DQ178977,soil,obligate aerobe,non-motile,no,yes,rod,chain,negative,65.1,1.5,0.3,7.5,30,0.5
AM040096,other,microaerophile,flagella,no,yes,rod,chain,negative,62.6,4,0.9,5.35,27.5,0.5
AY177712,other,obligate aerobe,flagella,no,yes,ovoid/coccobacillus,chain,negative,55.7,1.65,0.7,7.5,28,3.45
AB109437,wastewater,anaerobic,non-motile,no,yes,rod,chain,negative,53.3,100,0.35,7,50,0
AB109439,wastewater,anaerobic,non-motile,no,yes,rod,chain,negative,59.5,100,0.45,7,37,0
AB109438,wastewater,anaerobic,non-motile,no,yes,rod,chain,negative,48.2,100,0.2,7,37,0
DQ641237,other,NA,NA,yes,yes,ovoid/coccobacillus,chain,NA,NA,4.5,3,NA,27,5
DQ786794,soil,obligate aerobe,non-motile,no,yes,rod,NA,positive,71.1,3.65,0.8,8,30,1.5
DQ414420,marine sediment,obligate aerobe,non-motile,no,yes,rod,NA,negative,64.7,0.8,0.5,7.75,28,2.5
DQ338444,soil,anaerobic,"motile, but unspecified structure",yes,NA,rod,NA,positive,51.9,2.95,0.75,7.2,30,1.5
AB186359,bioreactor,anaerobic,non-motile,yes,yes,rod,NA,variable,36.9,3.5,0.45,7.5,57.5,0.4
AB221372,bioreactor,anaerobic,flagella,yes,no,rod,NA,negative,51.1,3.1,0.5,6.5,60,1
DQ309072,soil,obligate aerobe,non-motile,yes,yes,rod,NA,positive,56.6,1.15,0.55,8.5,31,1
AB248087,soil,facultative anaerobe,"motile, but unspecified structure",yes,yes,rod,NA,positive,54,NA,NA,7,18,1.75
EU604272,soil,obligate aerobe,flagella,no,yes,rod,NA,negative,67,2.95,0.45,6.5,29,0.5
EU604273,soil,obligate aerobe,flagella,no,yes,rod,NA,negative,64,3,0.45,6.5,29,0.5
AB030585,soil,obligate aerobe,non-motile,yes,NA,NA,chain,positive,70.6,1.4,0.7,7,NA,NA
AM712634,marine sediment,obligate aerobe,non-motile,NA,yes,rod,none,negative,61.2,3,0.75,7.25,27.5,2.25
AB267809,other,anaerobic,non-motile,no,no,rod,NA,negative,52,1.2,6.35,NA,NA,NA
AY232832,other,obligate aerobe,NA,NA,NA,ovoid/coccobacillus,clump,positive,41.05,NA,NA,NA,25,NA
EU694176,other,anaerobic,flagella,no,no,cocci,NA,negative,NA,NA,NA,NA,37,NA
AB261128,human - fecal,anaerobic,non-motile,no,no,rod,NA,negative,47.6,NA,0.8,NA,NA,NA
FJ394546,marine sediment,facultative anaerobe,non-motile,no,NA,rod,NA,negative,45,NA,0.5,7,33.8,3
EU443204,seawater,obligate aerobe,non-motile,no,no,rod,NA,negative,34.6,NA,NA,7.75,27.5,3
AB278570,soil,obligate aerobe,non-motile,no,yes,rod,NA,negative,46.3,0.7,0.4,7.5,NA,28.5
EF154516,soil,obligate aerobe,non-motile,no,yes,rod,NA,negative,37.2,1.2,0.6,6.5,32.5,1
AM489609,plant associated,obligate aerobe,non-motile,no,yes,rod,NA,negative,NA,NA,NA,NA,21,NA
KC018453,marine sediment,obligate aerobe,NA,NA,no,rod,clump,negative,64.6,1.4,0.75,7,32.5,NA
DQ883809,other,obligate aerobe,non-motile,NA,NA,rod,NA,positive,61.3,2.3,1.4,7,30,1
JQ864237,hotspring,obligate aerobe,flagella,NA,yes,rod,NA,negative,64.3,2.35,0.8,NA,NA,NA
JX274436,other,facultative anaerobe,flagella,no,yes,rod,clump,negative,68.1,1.6,0.45,7,30,1
DQ888329,other,obligate aerobe,non-motile,no,yes,rod,NA,negative,54,3.5,0.7,7,28,NA
FR686494,estuarine sediment,anaerobic,non-motile,no,yes,rod,clump,negative,24.6,1.5,0.2,7.5,30,2
KC196070,other,obligate aerobe,non-motile,NA,yes,rod,clump,negative,66.5,2.8,0.65,7.5,30,1
EF108218,estuarine sediment,obligate aerobe,non-motile,NA,yes,rod,NA,negative,40.1,2,0.85,8,25,2
JQ965646,seawater,NA,non-motile,no,yes,rod,NA,negative,49.3,2.95,0.45,8.5,30,3
JF751044,marine sediment,facultative anaerobe,flagella,no,yes,rod,NA,negative,41.3,2.85,0.65,7,27.5,1
AB078827,soil,anaerobic,non-motile,no,NA,rod,NA,negative,39.2,1.7,0.75,6.2,30,0.5
AB278593,other,anaerobic,non-motile,no,no,rod,NA,negative,45.4,3,0.8,NA,NA,NA
AB255370,marine sediment,NA,non-motile,NA,yes,rod,NA,negative,38,22.5,0.6,NA,37.5,2.5
AB267478,soil,obligate aerobe,non-motile,no,NA,rod,clump,negative,40.4,1.8,1.15,7,22.5,1.5
DQ397336,other,obligate aerobe,non-motile,NA,no,ovoid/coccobacillus,NA,negative,58.8,NA,0.85,8,32,4
HE981727,soil,anaerobic,non-motile,no,no,rod,none,negative,63,1.75,0.7,NA,NA,NA
HE981727,soil,anaerobic,non-motile,no,no,rod,none,negative,64,1.75,0.7,NA,NA,NA
HE981726,soil,anaerobic,non-motile,no,no,rod,none,negative,62,1.9,0.7,NA,NA,NA
HE795994,freshwater,facultative aerobe,flagella,no,yes,rod,clump,negative,58.5,3.15,0.6,7.5,25,0
EU336941,freshwater,obligate aerobe,non-motile,no,yes,rod,NA,negative,37.2,1.45,0.4,NA,27.5,NA
GU138374,soil,obligate aerobe,non-motile,no,yes,rod,clump,negative,39,1.25,0.45,7.25,27.5,0.5
KC894746,soil,obligate aerobe,non-motile,NA,yes,rod,clump,negative,47.8,2.1,0.7,7.5,30,0.5
DQ344634,other,obligate aerobe,non-motile,no,yes,rod,NA,negative,64.1,NA,NA,7.25,30,0.5
AJ427627,hypersaline environment,obligate aerobe,flagella,no,NA,rod,NA,negative,60.9,NA,0.8,7,27.5,8.75
AY688433,plant endophyte,obligate aerobe,flagella,NA,NA,rod,NA,negative,55.8,NA,NA,NA,33.5,NA
JX412958,other,obligate aerobe,gliding,NA,yes,rod,NA,negative,31.5,2.5,0.4,7.5,28,2.5
JN607159,seawater,NA,non-motile,NA,yes,rod,clump,negative,56,7.3,1.15,7.5,25,0
JN607161,seawater,NA,non-motile,NA,yes,rod,clump,negative,54.5,9.1,0.95,7.5,25,0
KC843944,soil,obligate aerobe,non-motile,no,yes,rod,clump,negative,40.9,1.75,0.7,7,27.5,1
KC759435,freshwater,obligate aerobe,gliding,no,yes,rod,NA,negative,45.7,NA,NA,7,30,NA
HE680094,soil,obligate aerobe,non-motile,NA,yes,rod,NA,NA,59.5,1.5,0.55,7,27.5,2
HE681883,soil,obligate aerobe,non-motile,NA,yes,rod,NA,NA,47.5,3.5,1.1,7,27.5,2
JN607157,seawater,NA,non-motile,NA,yes,rod,clump,negative,60.2,2.35,0.6,7.5,25,0
JN607158,seawater,NA,non-motile,NA,yes,rod,clump,negative,61.9,2.5,0.65,7.5,25,NA
AB248535,soil,obligate aerobe,non-motile,NA,NA,NA,NA,positive,72.7,NA,NA,9,30,5
JN196134,soil,obligate aerobe,non-motile,NA,yes,rod,NA,negative,36.4,1.7,0.75,7.5,27.5,0
GQ342559,plant associated,obligate aerobe,NA,no,yes,rod,clump,negative,47.2,9.75,1.2,7,28,0
AB248537,soil,obligate aerobe,non-motile,NA,NA,NA,NA,positive,72.4,NA,NA,9,30,5
AB267476,soil,obligate aerobe,non-motile,NA,NA,rod,NA,negative,43,0.8,0.5,7,30,1.5
AB267477,soil,obligate aerobe,non-motile,NA,NA,rod,NA,negative,42.7,4.5,0.5,7,30,0.5
AJ009706,other,obligate aerobe,"motile, but unspecified structure",NA,NA,rod,NA,positive,63.6,0.7,1.2,7.5,25,NA
X94101,other,obligate aerobe,"motile, but unspecified structure",NA,NA,rod,NA,positive,66.1,1.2,0.5,6.5,33.5,NA
DQ073393,soil,obligate aerobe,"motile, but unspecified structure",yes,NA,rod,NA,positive,46.5,2.8,0.6,7,30,3.5
DQ073394,soil,obligate aerobe,non-motile,yes,NA,rod,chain,positive,44.5,0.85,2.5,8,30,2.5
AJ534215,marine sediment,obligate aerobe,non-motile,NA,yes,rod,NA,negative,62.9,0.6,2.15,7.4,30,4
AB204519,other,anaerobic,flagella,NA,yes,rod,NA,negative,42.8,0.5,3,NA,27,4.5
AJ575818,other,obligate aerobe,non-motile,no,yes,rod,NA,negative,NA,0.6,1.6,NA,26,1
AJ575817,other,obligate aerobe,non-motile,no,yes,rod,NA,negative,NA,0.45,2.25,NA,21.5,1
JX100816,human - mouth,NA,non-motile,NA,yes,NA,clump,negative,37,NA,NA,NA,NA,NA
JX100817,food product,NA,non-motile,NA,yes,NA,clump,negative,34,NA,NA,NA,NA,NA
JX100819,food product,NA,non-motile,NA,yes,NA,clump,negative,34.5,NA,NA,NA,NA,NA
JX100822,other,NA,non-motile,NA,yes,NA,clump,negative,35,NA,NA,NA,NA,NA
JN607156,estuarine water,obligate aerobe,non-motile,no,yes,rod,clump,negative,44.9,1.75,0.55,7.5,25,NA
KC169812,seawater,obligate aerobe,gliding,no,yes,rod,clump,negative,44.2,1.6,0.4,7,30,2
KC987358,built environment,NA,gliding,NA,yes,rod,clump,negative,35.8,3.3,0.3,7.5,25,2
AY894691,other,obligate aerobe,flagella,no,yes,rod,NA,negative,67.5,0.9,0.55,7.25,28,0.5
AF508208,plant endophyte,obligate aerobe,NA,no,NA,rod,NA,negative,65.1,NA,NA,NA,NA,NA
AF508207,plant endophyte,obligate aerobe,NA,no,NA,rod,NA,negative,59.4,NA,NA,NA,NA,NA
AB108779,other,obligate aerobe,non-motile,NA,no,rod,NA,positive,69,1.35,0.4,NA,NA,NA
AB108780,other,obligate aerobe,non-motile,NA,no,rod,NA,positive,68,0.33,0.4,NA,NA,NA
AY683537,freshwater sediment,obligate aerobe,flagella,no,no,rod,NA,negative,62.1,1.4,0.5,NA,28,5.25
AY500141,freshwater sediment,obligate aerobe,flagella,no,NA,rod,NA,negative,59,NA,NA,NA,NA,NA
AY497470,plant associated,NA,flagella,NA,no,rod,NA,negative,61,1.3,0.65,NA,30,0.5
AY739662,freshwater sediment,obligate aerobe,non-motile,no,yes,rod,NA,negative,60.3,2.5,0.7,7.5,20,2
AB108778,other,obligate aerobe,non-motile,NA,no,rod,NA,positive,69,1.5,0.7,NA,NA,NA
AB108775,soil,obligate aerobe,non-motile,NA,no,rod,NA,positive,68.5,1.35,0.6,NA,NA,NA
AB264798,soil,obligate aerobe,non-motile,no,yes,rod,NA,negative,47.1,1.2,0.5,7,23,1
AY262826,soil,obligate aerobe,NA,yes,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA
AB245374,soil,obligate aerobe,non-motile,no,yes,NA,NA,negative,48.4,1.4,0.7,7,28.5,0.45
AY314782,soil,obligate aerobe,NA,yes,no,NA,NA,positive,67,NA,NA,7.5,22.5,2.5
EF486352,seawater,NA,non-motile,no,yes,rod,NA,negative,57.7,0.3,2.15,7.5,37,NA
AY519200,hotspring,anaerobic,flagella,no,NA,rod,NA,negative,51.7,2.8,0.5,6.9,60,NA
AJ582799,food product,facultative anaerobe,flagella,NA,NA,NA,NA,negative,NA,2,1,NA,NA,4
AJ842344,other,NA,"motile, but unspecified structure",NA,yes,NA,NA,negative,NA,3,1.5,NA,25,4
AJ842343,other,NA,"motile, but unspecified structure",NA,yes,NA,NA,negative,48.2,NA,NA,NA,25,4
AB182483,human - mouth,anaerobic,non-motile,no,yes,rod,NA,negative,51.1,4.1,0.65,NA,NA,NA
AB125366,other,obligate aerobe,flagella,NA,no,rod,NA,negative,61.1,1.5,0.45,NA,24,5
EU999734,built environment,obligate aerobe,non-motile,no,yes,rod,NA,negative,38.1,2.5,0.5,7.25,NA,NA
AB243007,soil,NA,NA,no,no,cocci,NA,positive,63.7,NA,0.86,NA,20.5,NA
JQ928688,freshwater sediment,obligate aerobe,non-motile,NA,no,rod,NA,negative,38.5,NA,NA,NA,NA,NA
DQ298074,other,obligate aerobe,flagella,yes,no,rod,chain,positive,38.1,2.15,0.9,8.5,37,2
JX235671,seawater,obligate aerobe,gliding,no,yes,rod,clump,negative,36.4,2.45,0.75,7,30,2
JN793954,other,obligate aerobe,non-motile,yes,yes,rod,NA,positive,56.5,NA,NA,6.5,55,NA
JX848544,built environment,obligate aerobe,axial filament,no,NA,NA,NA,negative,72.4,NA,NA,7.5,55,NA
JQ347593,built environment,anaerobic,flagella,no,NA,rod,none,negative,45,0.9,0.45,5.6,58.5,3
HQ436501,freshwater,obligate aerobe,non-motile,no,yes,rod,clump,negative,63.2,1.7,0.7,6,25,NA
EU194451,food product,NA,NA,no,yes,cocci,none,NA,NA,6.75,4.5,NA,NA,NA
KF240729,other,NA,NA,NA,NA,ovoid/coccobacillus,NA,NA,NA,3,2.5,NA,NA,NA
DQ282124,other,anaerobic,non-motile,NA,NA,rod,NA,negative,54.5,NA,NA,5.1,36,NA
AB479390,wastewater,anaerobic,non-motile,NA,NA,rod,NA,NA,56.2,4,0.5,7.4,31.5,NA
AB542742,wastewater,anaerobic,non-motile,NA,NA,rod,NA,variable,38.3,3.55,0.3,6.5,35,1.972
AB542743,built environment,anaerobic,non-motile,NA,NA,rod,NA,variable,37.6,3,0.3,7,40,1.972
DQ364433,freshwater,obligate aerobe,non-motile,NA,NA,NA,clump,negative,NA,0.85,0.45,7,30,NA
AB495251,other,obligate aerobe,non-motile,NA,yes,rod,NA,negative,43.4,1.7,0.35,9,26.5,3.5
FJ847942,other,NA,flagella,NA,NA,rod,NA,negative,NA,4.5,0.65,7,33.5,2.5
GQ243422,seawater,obligate aerobe,non-motile,NA,NA,ovoid/coccobacillus,NA,negative,58.3,4,0.75,7.5,30,2.5
EU833988,soil,obligate aerobe,non-motile,no,yes,rod,NA,negative,69.7,NA,NA,8,37,1
EU682683,soil,obligate aerobe,flagella,no,NA,rod,NA,negative,67.4,2.5,0.4,7.25,33,0
DQ421387,food product,obligate aerobe,non-motile,no,yes,rod,NA,negative,45.6,NA,NA,6.5,30,NA
DQ205516,other,obligate aerobe,"motile, but unspecified structure",no,yes,rod,chain,negative,61.2,2.5,0.9,8,45,16.53
AM117571,marine sediment,obligate aerobe,non-motile,no,yes,rod,chain,negative,61,2,0.75,7.5,37,20
DQ195164,marine sediment,anaerobic,"motile, but unspecified structure",NA,yes,cocci,chain,NA,32,NA,1.75,7,45,3.045
DQ118426,seawater,obligate aerobe,"motile, but unspecified structure",no,yes,ovoid/coccobacillus,chain,negative,61.9,2.25,0.6,7.25,38.5,20
DQ355814,other,obligate aerobe,"motile, but unspecified structure",no,yes,rod,chain,negative,65.9,3.65,1.05,7.5,46.5,15
DQ355813,other,obligate aerobe,"motile, but unspecified structure",no,yes,rod,chain,negative,64.2,5,0.95,7.5,41,15.08
AJ249200,wastewater,obligate aerobe,non-motile,no,yes,rod,chain,positive,71.3,NA,1.3,7,27.5,4
AY636111,other,obligate aerobe,non-motile,NA,yes,rod,chain,NA,71,NA,NA,9,28,3.5
AY972480,soil,obligate aerobe,non-motile,no,yes,ovoid/coccobacillus,chain,positive,67,1.55,1.1,7.5,25,2.5
AM162406,soil,obligate aerobe,non-motile,NA,yes,ovoid/coccobacillus,clump,NA,62.5,2.25,2.85,5.75,22.5,NA
AB262395,marine sediment,anaerobic,flagella,NA,NA,rod,NA,NA,28,NA,NA,5.64,57.5,3.25
DQ372986,wastewater,facultative anaerobe,gliding,no,yes,rod,NA,negative,33.5,NA,NA,7.5,27.5,0.5
DQ517520,other,anaerobic,non-motile,no,NA,rod,NA,negative,38.1,4.5,0.475,7,37,0.58
EU603762,marine sediment,obligate aerobe,non-motile,no,yes,cocci,clump,positive,72,NA,NA,7,30,4
AY278626,human - mouth,anaerobic,non-motile,no,yes,ovoid/coccobacillus,none,positive,55,2.8,0.65,NA,NA,NA
GQ184344,plant associated,obligate aerobe,NA,yes,yes,cocci,chain,positive,70.91,NA,NA,NA,NA,NA
FN561544,soil,obligate aerobe,NA,no,NA,cocci,NA,positive,67,1.25,1.25,NA,27.5,NA
FJ529696,soil,obligate aerobe,non-motile,NA,yes,rod,clump,positive,72,1.75,0.65,7.5,29,1
FM998652,soil,obligate aerobe,NA,yes,yes,ovoid/coccobacillus,chain,positive,70.2,NA,NA,NA,NA,NA
AB535715,other,obligate aerobe,NA,no,NA,NA,NA,positive,69.2,NA,NA,7,52.5,NA
FJ750845,plant associated,NA,non-motile,no,yes,ovoid/coccobacillus,clump,positive,71.7,3.5,0.5,8,30,NA
AB522642,marine sediment,microaerophile,non-motile,no,yes,rod,clump,positive,74.2,2.15,1.35,7.25,30,NA
FN645214,built environment,obligate aerobe,axial filament,no,yes,rod,NA,positive,NA,NA,1.3,NA,27.5,NA
AY569457,other,obligate aerobe,"motile, but unspecified structure",NA,NA,rod,chain,negative,54.25,NA,NA,NA,NA,NA
AF513455,hypersaline environment,obligate aerobe,flagella,NA,NA,rod,NA,negative,35,2,0.45,NA,21.5,3
AY126616,other,anaerobic,non-motile,no,NA,rod,NA,negative,49,3,1.1,NA,37,NA
AJ843132,soil,obligate aerobe,non-motile,no,yes,rod,NA,negative,NA,NA,NA,7.5,23.5,NA
AJ821885,soil,obligate aerobe,non-motile,NA,yes,rod,NA,negative,48,NA,NA,7,25,0.05
AB167820,other,anaerobic,flagella,no,NA,rod,NA,negative,24,2,0.7,5.2,50,2
AY539835,seawater,obligate aerobe,flagella,no,no,rod,NA,negative,46.5,1.2,0.5,7,22.5,5.25
AJ786798,other,obligate aerobe,non-motile,no,NA,rod,NA,negative,42.7,6.5,0.75,NA,28,NA
DQ168427,food product,obligate aerobe,non-motile,NA,NA,rod,clump,positive,65,0.9,0.35,8,25,NA
AY513645,food product,facultative aerobe,non-motile,no,NA,cocci,NA,negative,44,NA,1.7,6,30,2.5
AY553295,hypersaline environment,obligate aerobe,flagella,no,NA,rod,NA,negative,48,1.4,0.9,7.5,32.5,3.5
AJ635304,freshwater,obligate aerobe,"motile, but unspecified structure",no,yes,rod,NA,negative,67.5,2.25,1.25,6.5,28,0.5
DQ417335,plant associated,obligate aerobe,non-motile,no,NA,rod,clump,negative,62.7,1.35,0.8,7.5,29,NA
AB261012,other,obligate aerobe,non-motile,no,yes,rod,NA,negative,37.3,2.5,0.45,7.5,26.5,4
DQ491453,wastewater,obligate aerobe,non-motile,NA,yes,cocci,NA,positive,71.4,0.85,0.85,6.1,31,NA
DQ683726,seawater,obligate aerobe,non-motile,NA,no,ovoid/coccobacillus,NA,negative,57.8,1.05,0.35,7.5,30,2
EF117329,soil,obligate aerobe,NA,no,yes,rod,NA,negative,34,3.5,0.5,7,30,1
EF126993,soil,obligate aerobe,gliding,no,yes,rod,NA,negative,38,2.5,0.5,7,30,1
DQ119659,hotspring,obligate aerobe,NA,yes,no,NA,NA,NA,56.8,NA,NA,8.5,65,NA
AY371895,other,obligate aerobe,NA,yes,yes,rod,clump,positive,71.5,NA,NA,NA,21.5,NA
AJ854062,freshwater,obligate aerobe,"motile, but unspecified structure",no,no,rod,clump,negative,60,0.85,0.9,8,25.5,0.7
AB043851,built environment,obligate aerobe,flagella,yes,yes,rod,clump,positive,38.1,1.75,0.65,9.5,37,5
AB043846,built environment,obligate aerobe,flagella,yes,NA,rod,clump,variable,36.8,4,0.4,10,37,7.5
AB043852,built environment,obligate aerobe,flagella,yes,yes,rod,clump,positive,39.6,2.5,0.35,9.5,37,7.5
AB043858,built environment,obligate aerobe,flagella,yes,yes,rod,clump,positive,34.4,3.5,0.7,9.5,37,4.5
AB043864,built environment,obligate aerobe,flagella,yes,yes,rod,clump,variable,37.4,4.5,0.7,9,37,2
AF473837,other,anaerobic,non-motile,no,no,ovoid/coccobacillus,clump,negative,36.3,0.45,0.3,NA,NA,NA
AY850119,other,anaerobic,non-motile,no,no,ovoid/coccobacillus,clump,negative,NA,0.45,0.3,NA,NA,NA
AB196783,seawater,obligate aerobe,flagella,no,yes,rod,chain,positive,40.2,4.05,0.75,8.5,33.5,2.5
AY486423,seawater,facultative anaerobe,flagella,NA,NA,rod,NA,negative,51.7,3.25,0.7,8,30,3
AJ583243,human - fecal,anaerobic,non-motile,no,yes,rod,NA,negative,41.1,1.7,0.9,6.8,37,NA
AB246747,seawater,obligate aerobe,flagella,NA,yes,rod,NA,negative,66.3,1.9,0.75,7,27.5,4
EF157832,marine sediment,NA,flagella,no,yes,ovoid/coccobacillus,NA,negative,62.2,1.05,0.65,7.75,33.5,6
DQ991964,freshwater sediment,anaerobic,"motile, but unspecified structure",NA,yes,rod,NA,negative,54.1,2,0.5,NA,NA,1.8
AY800102,other,anaerobic,non-motile,no,yes,rod,none,negative,34.6,23.5,0.6,6.5,55,2
AM407725,other,obligate aerobe,non-motile,no,yes,rod,NA,negative,42,1.35,0.55,6.75,25.5,2.5
